,Cat,Formulation,Oil
839,0,0.5%#Surf_61#0.25%#Surf_13#0.75%#Cosolv_48#,Oil_32 + 33.8% Oil_A
840,0,0.5%#Surf_35#0.33%#Surf_70#0.17%#Surf_69#,Oil_32 + 33.8% Oil_A
841,0,0.5%#Surf_61#0.25%#Surf_13#0.25%#Surf_16#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
842,0,0.5%#Surf_35#0.4%#Surf_70#0.1%#Surf_69#,Oil_32 + 33.8% Oil_A
843,0,0.5%#Surf_61#0.4%#Surf_16#0.1%#Surf_13#,Oil_32 + 33.8% Oil_A
844,0,0.5%#Surf_61#0.35%#Surf_16#0.15%#Surf_13#0.5%#Cosolv_48#,Oil_32 + 33.8% Oil_A
845,0,0.5%#Surf_61#0.3%#Surf_16#0.2%#Surf_13#0.5%#Cosolv_48#,Oil_32 + 33.8% Oil_A
846,0,0.5%#Surf_61#0.35%#Surf_16#0.15%#Surf_13#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
847,0,0.5%#Surf_61#0.5%#Surf_67#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
848,0,0.5%#Surf_61#0.25%#Surf_70#0.25%#Surf_69#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
849,0,0.5%#Surf_61#0.25%#Surf_70#0.25%#Surf_69#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
850,0,0.5%#Surf_61#0.25%#Surf_70#0.25%#Surf_69#1%#Cosolv_42#,Oil_32 + 33.8% Oil_A
851,0,0.5%#Surf_61#0.25%#Surf_70#0.25%#Surf_69#0.1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
852,0,0.5%#Surf_61#0.1%#Surf_67#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
853,0,0.5%#Surf_60#0.5%#Surf_70#0.5%#Cosolv_48#,Oil_32 + 33.8% Oil_A
854,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_67#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
855,0,1%#Surf_61#0.5%#Surf_69#0.5%#Surf_70#2%#Cosolv_48#,Oil_32 + 35.6% Oil_A
856,0,0.66%#Surf_35#0.4%#Surf_70#0.3%#Surf_67#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
857,1,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
858,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
859,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
860,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#0.3%#Cosolv_31#,Oil_32 + 35.6% Oil_A
861,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_31#,Oil_32 + 35.6% Oil_A
862,1,0.97%#Surf_65#0.59%#Surf_70#0.44%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
863,0,0.97%#Surf_65#0.59%#Surf_70#0.44%#Surf_68#2%#Cosolv_48#,Oil_32 + 35.6% Oil_A
864,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
865,1,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
866,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
867,1,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
868,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
869,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
870,0,0.66%#Surf_65#0.3%#Surf_68#0.1%#Surf_70#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
871,0,0.563%#Surf_65#0.341%#Surf_70#0.26%#Surf_68#0.2%#Surf_85#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
872,0,0.66%#Surf_58#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
873,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
874,0,0.495%#Surf_65#0.3%#Surf_70#0.225%#Surf_68#0.34%#Cosolv_3#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
875,1,0.495%#Surf_65#0.3%#Surf_70#0.225%#Surf_68#0.34%#Cosolv_18#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
876,1,0.495%#Surf_65#0.3%#Surf_70#0.25%#Surf_68#0.34%#Cosolv_18#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
877,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
878,1,0.5%#Surf_60#0.4%#Surf_16#0.1%#Surf_9#,Oil_32 + 70% Oil_D
879,1,0.5%#Surf_60#0.4%#Surf_16#0.1%#Surf_9#,Oil_32 + 70% Oil_J
880,1,0.5%#Surf_60#0.4%#Surf_16#0.1%#Surf_9#,Oil_32
881,1,0.35%#Surf_65#0.4%#Surf_67#0.25%#Surf_210#,Oil_32 + 10% Oil_L
882,1,0.35%#Surf_65#0.4%#Surf_67#0.25%#Surf_210#0.25%#Cosolv_42#,Oil_32 + 10% Oil_L
883,1,0.35%#Surf_65#0.4%#Surf_67#0.25%#Surf_210#0.25%#Cosolv_44#,Oil_32 + 10% Oil_L
884,1,0.35%#Surf_65#0.4%#Surf_67#0.25%#Surf_210#0.25%#Cosolv_45#,Oil_32 + 10% Oil_L
885,1,0.35%#Surf_65#0.4%#Surf_67#0.25%#Surf_210#0.25%#Cosolv_39#,Oil_32 + 10% Oil_L
886,0,0.35%#Surf_65#0.4%#Surf_67#0.25%#Surf_210#0.25%#Cosolv_8#,Oil_32 + 10% Oil_L
887,1,0.35%#Surf_65#0.4%#Surf_67#0.25%#Surf_210#0.25%#Cosolv_9#,Oil_32 + 10% Oil_L
888,1,0.5%#Surf_65#0.2%#Surf_70#0.3%#Surf_68#,Oil_32 + 10% Oil_L
889,0,0.65%#Surf_23#0.35%#Surf_70#0.5%#Surf_67#0.25%#Cosolv_40#,Oil_32 + 20% Oil_G
890,0,0.1%#Surf_211#0.1%#Surf_70#0.1%#Surf_67#0.2%#Cosolv_39#,Oil_32 + 20% Oil_G
891,0,0.1%#Surf_46#0.1%#Surf_70#0.1%#Surf_68#0.15%#Cosolv_39#,Oil_32 + 20% Oil_G
892,0,0.1%#Surf_207#0.1%#Surf_70#0.1%#Surf_68#0.25%#Cosolv_39#,Oil_32 + 20% Oil_G
893,0,0.5%#Surf_49#0.3%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_39#,Oil_32 + 20% Oil_G
894,0,0.1%#Surf_211#0.1%#Surf_70#0.1%#Surf_68#,Oil_32 + 20% Oil_G
895,0,0.15%#Surf_200#0.15%#Surf_67#,Oil_32 + 20% Oil_G
896,0,0.1%#Surf_134#0.1%#Surf_70#0.1%#Surf_67#,Oil_32 + 20% Oil_G
897,0,0.15%#Surf_200#0.15%#Surf_70#,Oil_32 + 20% Oil_G
898,0,0.5%#Surf_20#0.3%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_39#,Oil_32 + 20% Oil_G
899,0,0.1%#Surf_200#0.2%#Surf_70#,Oil_32 + 20% Oil_G
900,0,0.15%#Surf_108#0.1%#Surf_70#0.05%#Surf_67#0.2%#Cosolv_39#,Oil_32 + 20% Oil_G
901,0,0.5%#Surf_75#0.2%#Surf_70#0.3%#Surf_68#0.5%#Cosolv_39#,Oil_32 + 20% Oil_G
902,0,0.5%#Surf_49#0.2%#Surf_70#0.3%#Surf_68#0.5%#Cosolv_39#,Oil_32 + 20% Oil_G
903,0,0.4%#Surf_49#0.8%#Surf_70#0.4%#Surf_68#0.75%#Cosolv_39#,Oil_32 + 20% Oil_G
904,0,0.5%#Surf_49#0.2%#Surf_70#0.3%#Surf_68#0.5%#Cosolv_39#,Oil_32 + 20% Oil_G
905,0,0.5%#Surf_49#0.2%#Surf_67#0.3%#Surf_68#0.75%#Cosolv_39#,Oil_32 + 20% Oil_G
906,0,0.5%#Surf_64#0.2%#Surf_67#0.3%#Surf_68#0.75%#Cosolv_39#,Oil_32 + 20% Oil_G
907,0,0.5%#Surf_196#0.3%#Surf_70#0.2%#Surf_67#0.5%#Cosolv_46#,Oil_32 + 10% Oil_L
908,0,0.5%#Surf_49#0.25%#Surf_70#0.25%#Surf_67#0.5%#Cosolv_46#,Oil_32 + 10% Oil_L
909,0,0.5%#Surf_196#0.35%#Surf_70#0.15%#Surf_68#0.5%#Cosolv_39#,Oil_32 + 10% Oil_L
910,0,0.5%#Surf_49#0.2%#Surf_70#0.3%#Surf_68#0.5%#Cosolv_35#,Oil_32 + 20% Oil_G
911,0,0.5%#Surf_49#0.2%#Surf_70#0.3%#Surf_67#0.5%#Cosolv_46#,Oil_32 + 20% Oil_G
912,0,0.5%#Surf_64#0.1%#Surf_70#0.4%#Surf_67#0.5%#Cosolv_39#,Oil_32 + 20% Oil_G
913,0,0.5%#Surf_49#0.3%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_39#,Oil_32 + 10% Oil_L
914,0,0.5%#Surf_46#0.3%#Surf_70#0.2%#Surf_67#1%#Cosolv_42#,Oil_32 + 20% Oil_G
915,0,0.125%#Surf_46#0.075%#Surf_70#0.05%#Surf_67#0.25%#Cosolv_42#,Oil_32 + 20% Oil_G
916,0,0.125%#Surf_46#0.06%#Surf_70#0.06%#Surf_67#0.2%#Cosolv_4#,Oil_32 + 20% Oil_G
917,0,0.5%#Surf_196#0.3%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_46#,Oil_32 + 10% Oil_L
918,0,0.5%#Surf_65#0.25%#Surf_210#0.25%#Surf_67#,Oil_32 + 20% Oil_G
919,0,0.5%#Surf_198#0.2%#Surf_165#0.3%#Surf_67#,Oil_32 + 20% Oil_G
920,0,0.5%#Surf_59#0.2%#Surf_165#0.3%#Surf_67#,Oil_32 + 20% Oil_G
921,0,0.5%#Surf_46#0.25%#Surf_70#0.25%#Surf_67#0.5%#Cosolv_39#,Oil_32 + 20% Oil_G
922,0,0.5%#Surf_46#0.25%#Surf_210#0.25%#Surf_70#,Oil_32 + 20% Oil_G
923,0,0.5%#Surf_49#0.25%#Surf_70#0.25%#Surf_68#0.5%#Cosolv_46#,Oil_32 + 10% Oil_L
924,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
925,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
926,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
927,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
928,1,0.25%#Surf_48#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
929,1,0.25%#Surf_48#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
930,1,0.25%#Surf_48#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
931,0,0.25%#Surf_48#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
932,1,0.25%#Surf_48#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
933,1,0.25%#Surf_48#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
934,1,0.25%#Surf_48#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
935,0,0.25%#Surf_48#0.125%#Surf_7#0.25%#Surf_214#0.125%#Surf_16#0.5%#Cosolv_48#,Oil_28
936,0,0.25%#Surf_48#0.125%#Surf_7#0.25%#Surf_214#0.125%#Surf_16#0.5%#Cosolv_48#,Oil_28
937,0,0.15%#Surf_214#0.15%#Surf_69#1%#Cosolv_48#,Oil_28
938,1,0.15%#Surf_214#0.15%#Surf_69#1%#Cosolv_48#,Oil_28
939,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
940,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 27% Oil_F
941,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 12.5% Oil_G
942,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 12.8% Oil_I
943,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 6.76% Oil_L
944,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
945,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 27% Oil_F
946,0,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 12.5% Oil_G
947,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 12.8% Oil_I
948,0,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 6.76% Oil_L
949,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
950,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
951,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
952,0,0.5%#Surf_206#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
953,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#1%#Cosolv_48#,Oil_28
954,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_41#,Oil_28
955,1,0.5%#Surf_211#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
956,1,0.5%#Surf_211#0.5%#Surf_69#1%#Cosolv_48#,Oil_28
957,1,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.25%#Cosolv_48#,Oil_28
958,0,0.25%#Surf_59#0.05%#Surf_70#0.2%#Surf_69#,Oil_28
959,1,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.25%#Cosolv_48#,Oil_28
960,1,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
961,1,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_47#,Oil_28
962,1,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.25%#Cosolv_47#,Oil_28
963,1,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.5%#Cosolv_48#,Oil_28
964,1,0.4%#Surf_210#0.3%#Surf_69#0.3%#Surf_211#0.5%#Cosolv_46#,Oil_28 + 20% Oil_B
965,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_28 + 20% Oil_B
966,1,0.5%#Surf_214#0.5%#Surf_69#0.75%#Cosolv_29#,Oil_28 + 20% Oil_B
967,1,0.5%#Surf_214#0.5%#Surf_69#0.5%#Cosolv_40#,Oil_28 + 20% Oil_B
968,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_40#,Oil_28 + 20% Oil_B
969,1,0.5%#Surf_214#0.5%#Surf_69#0.5%#Cosolv_29#,Oil_28 + 20% Oil_B
970,1,0.5%#Surf_214#0.5%#Surf_69#0.25%#Cosolv_29#,Oil_28 + 20% Oil_B
971,1,0.5%#Surf_214#0.5%#Surf_69#0.5%#Cosolv_29#,Oil_28 + 20% Oil_B
972,1,0.5%#Surf_214#0.5%#Surf_69#0.25%#Cosolv_29#,Oil_28 + 20% Oil_B
973,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#0.25%#Cosolv_48#,Oil_28 + 20% Oil_B
974,0,0.25%#Surf_64#0.2%#Surf_16#0.3%#Surf_211#,Oil_28 + 20% Oil_B
975,0,0.5%#Surf_28#0.25%#Surf_16#0.25%#Surf_214#1%#Cosolv_48#,Oil_28 + 20% Oil_B
976,0,0.5%#Surf_200#0.3%#Surf_67#0.2%#Surf_70#0.5%#Cosolv_29#,Oil_28 + 20% Oil_B
977,0,0.25%#Surf_64#0.25%#Surf_16#0.25%#Surf_214#,Oil_28 + 20% Oil_B
978,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_214#,Oil_28 + 20% Oil_B
979,0,0.3%#Surf_210#0.3%#Surf_69#0.4%#Surf_211#,Oil_28 + 20% Oil_B
980,0,0.25%#Surf_63#0.25%#Surf_16#0.25%#Surf_211#,Oil_28 + 20% Oil_B
981,0,0.25%#Surf_64#0.25%#Surf_16#0.25%#Surf_211#,Oil_28 + 20% Oil_B
982,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 12% Oil_L
983,0,0.5%#Surf_214#0.15%#Surf_70#0.35%#Surf_67#1%#Cosolv_43#,Oil_21
984,1,0.5%#Surf_213#0.15%#Surf_70#0.35%#Surf_67#1%#Cosolv_43#,Oil_21 + 12.8% Oil_C
985,1,0.5%#Surf_213#0.15%#Surf_70#0.35%#Surf_67#1%#Cosolv_43#,Oil_21 + 12.8% Oil_J
986,1,0.5%#Surf_213#0.15%#Surf_70#0.35%#Surf_67#1%#Cosolv_43#,Oil_21 + 12.8% Oil_G
987,1,0.5%#Surf_214#0.15%#Surf_70#0.35%#Surf_67#1%#Cosolv_43#,Oil_21
988,1,0.5%#Surf_56#0.5%#Surf_67#1%#Cosolv_43#,Oil_21
989,1,0.5%#Surf_56#0.5%#Surf_67#1%#Cosolv_43#,Oil_21
990,1,0.5%#Surf_198#0.15%#Surf_70#0.35%#Surf_67#1%#Cosolv_43#,Oil_21
991,1,0.5%#Surf_56#0.5%#Surf_67#1%#Cosolv_43#,Oil_21
992,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21
993,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 20% Oil_I
994,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 40% Oil_I
995,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 20% Oil_F
996,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 40% Oil_F
997,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 12% Oil_L
998,0,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 40% Oil_L
999,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 20% Oil_B
1000,0,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 40% Oil_B
1001,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 20% Oil_A
1002,0,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 40% Oil_A
1003,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 20% Oil_G
1004,1,0.4%#Surf_210#0.4%#Surf_67#0.2%#Surf_211#,Oil_21 + 40% Oil_G
1005,1,0.4%#Surf_214#0.2%#Surf_70#,Oil_5
1006,1,0.3%#Surf_214#0.3%#Surf_70#,Oil_5
1007,1,0.8%#Surf_214#0.4%#Surf_70#,Oil_5
1008,1,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_45#,Oil_8
1009,1,0.25%#Surf_62#0.25%#Surf_17#0.5%#Cosolv_48#,Oil_8
1010,1,0.25%#Surf_57#0.25%#Surf_17#0.25%#Cosolv_45#,Oil_8
1011,1,0.2%#Surf_57#0.2%#Surf_17#0.2%#Cosolv_45#,Oil_8
1012,1,0.175%#Surf_57#0.175%#Surf_17#0.175%#Cosolv_45#,Oil_8
1013,0,0.15%#Surf_57#0.15%#Surf_17#0.15%#Cosolv_45#,Oil_8
1014,0,0.125%#Surf_57#0.125%#Surf_17#0.125%#Cosolv_45#,Oil_8
1015,1,0.1%#Surf_57#0.1%#Surf_17#0.1%#Cosolv_45#,Oil_8
1016,1,0.15%#Surf_56#0.15%#Surf_17#0.15%#Cosolv_45#,Oil_8
1017,0,0.2%#Surf_57#0.1%#Surf_17#0.15%#Cosolv_45#,Oil_8
1018,1,0.15%#Surf_32#0.15%#Surf_17#0.15%#Cosolv_45#,Oil_8
1019,1,0.15%#Surf_57#0.15%#Surf_17#0.3%#Cosolv_45#,Oil_8
1020,1,0.15%#Surf_57#0.15%#Surf_17#,Oil_8
1021,1,0.15%#Surf_57#0.15%#Surf_17#0.15%#Cosolv_48#,Oil_8
1022,1,0.15%#Surf_57#0.15%#Surf_17#0.3%#Cosolv_48#,Oil_8
1023,1,0.15%#Surf_57#0.15%#Surf_67#0.15%#Cosolv_45#,Oil_8
1024,0,0.15%#Surf_57#0.15%#Surf_67#,Oil_8
1025,0,0.15%#Surf_57#0.15%#Surf_17#0.15%#Cosolv_45#,Oil_8
1026,1,0.15%#Surf_57#0.1%#Surf_67#0.05%#Surf_68#,Oil_8
1027,0,0.15%#Surf_57#0.15%#Surf_67#,Oil_8
1028,0,0.12%#Surf_57#0.15%#Surf_68#0.3%#Cosolv_48#,Oil_8
1029,0,0.12%#Surf_56#0.18%#Surf_68#0.3%#Cosolv_48#,Oil_8
1030,1,0.2%#Surf_56#0.3%#Surf_68#0.5%#Cosolv_48#,Oil_8
1031,1,0.2%#Surf_64#0.3%#Surf_68#0.5%#Cosolv_48#,Oil_8
1032,1,0.2%#Surf_64#0.3%#Surf_68#,Oil_8
1033,1,0.25%#Surf_57#0.25%#Surf_17#0.5%#Cosolv_46#,Oil_8
1034,0,0.4%#Surf_64#0.6%#Surf_67#0.5%#Cosolv_48#,Oil_8
1035,0,0.4%#Surf_30#0.6%#Surf_67#0.5%#Cosolv_48#,Oil_8
1036,0,0.2%#Surf_30#0.3%#Surf_67#,Oil_8
1037,1,0.25%#Surf_64#0.25%#Surf_17#0.5%#Cosolv_46#,Oil_8
1038,1,0.5%#Surf_64#0.5%#Surf_17#1%#Cosolv_46#,Oil_8
1039,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8
1040,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8
1041,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 27.7% Oil_F
1042,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 12.7% Oil_G
1043,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 13.3% Oil_I
1044,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 4.87% Oil_L
1045,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8
1046,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 27.7% Oil_F
1047,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 12.7% Oil_G
1048,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 13.3% Oil_I
1049,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8 + 4.87% Oil_L
1050,1,0.2%#Surf_45#0.3%#Surf_68#0.5%#Cosolv_48#,Oil_8
1051,1,0.5%#Surf_196#0.5%#Surf_68#1%#Cosolv_48#,Oil_8
1052,1,0.25%#Surf_196#0.75%#Surf_68#1%#Cosolv_48#,Oil_8
1053,0,0.75%#Surf_196#0.25%#Surf_67#1%#Cosolv_48#,Oil_8
1054,1,0.4%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#,Oil_8
1055,1,0.25%#Surf_60#0.75%#Surf_68#1%#Cosolv_48#,Oil_8
1056,1,0.25%#Surf_140#0.75%#Surf_68#1%#Cosolv_48#,Oil_8
1057,1,0.2%#Surf_45#0.3%#Surf_68#0.5%#Cosolv_48#,Oil_8
1058,1,0.2%#Surf_45#0.3%#Surf_68#0.5%#Cosolv_42#,Oil_8
1059,1,0.2%#Surf_45#0.3%#Surf_68#0.25%#Cosolv_45#,Oil_8
1060,1,0.2%#Surf_62#0.3%#Surf_68#0.25%#Cosolv_45#,Oil_8
1061,1,0.2%#Surf_62#0.3%#Surf_68#0.5%#Cosolv_45#,Oil_8
1062,1,0.2%#Surf_62#0.3%#Surf_68#0.5%#Cosolv_42#,Oil_8
1063,1,0.2%#Surf_45#0.3%#Surf_68#0.5%#Cosolv_42#,Oil_8
1064,0,0.25%#Surf_158#0.25%#Surf_68#0.25%#Cosolv_45#,Oil_8
1065,0,0.25%#Surf_158#0.25%#Surf_68#0.5%#Cosolv_42#,Oil_8
1066,0,0.25%#Surf_158#0.25%#Surf_7#0.25%#Cosolv_45#,Oil_8
1067,0,0.2%#Surf_179#0.3%#Surf_68#0.25%#Cosolv_45#,Oil_8
1068,0,0.15%#Surf_179#0.35%#Surf_7#0.25%#Cosolv_45#,Oil_8
1069,0,0.2%#Surf_45#0.3%#Surf_17#0.25%#Cosolv_45#,Oil_8
1070,1,0.2%#Surf_62#0.3%#Surf_68#0.25%#Cosolv_45#,Oil_8
1071,1,0.2%#Surf_62#0.3%#Surf_68#0.25%#Cosolv_22#,Oil_8
1072,0,0.2%#Surf_179#0.3%#Surf_68#0.25%#Cosolv_45#,Oil_8
1073,0,0.2%#Surf_179#0.3%#Surf_68#,Oil_8
1074,1,0.2%#Surf_62#0.3%#Surf_68#0.35%#Cosolv_45#,Oil_8
1075,0,0.2%#Surf_179#0.3%#Surf_68#0.5%#Cosolv_45#,Oil_8
1076,0,0.2%#Surf_179#0.3%#Surf_17#0.5%#Cosolv_45#,Oil_8
1077,1,0.2%#Surf_62#0.3%#Surf_68#0.4%#Cosolv_45#,Oil_8
1078,1,0.2%#Surf_62#0.3%#Surf_17#0.5%#Cosolv_45#,Oil_8
1079,1,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_45#,Oil_8
1080,1,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_45#,Oil_8
1081,0,0.2%#Surf_62#0.3%#Surf_68#0.25%#Cosolv_45#,Oil_8
1082,1,0.2%#Surf_62#0.3%#Surf_68#0.5%#Cosolv_45#,Oil_8
1083,0,0.2%#Surf_179#0.3%#Surf_68#1%#Cosolv_45#,Oil_8
1084,1,0.2%#Surf_62#0.3%#Surf_68#0.25%#Cosolv_48#,Oil_8
1085,0,0.2%#Surf_62#0.3%#Surf_68#0.5%#Cosolv_48#,Oil_8
1086,1,0.2%#Surf_62#0.3%#Surf_68#0.75%#Cosolv_48#,Oil_8
1087,1,0.2%#Surf_62#0.3%#Surf_68#1%#Cosolv_48#,Oil_8
1088,1,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_45#,Oil_8
1089,1,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_45#,Oil_8
1090,1,0.25%#Surf_62#0.25%#Surf_17#0.5%#Cosolv_45#,Oil_8
1091,1,0.25%#Surf_62#0.25%#Surf_17#0.5%#Cosolv_40#,Oil_8
1092,1,0.5%#Surf_62#0.5%#Surf_17#0.5%#Cosolv_45#,Oil_8
