,Cat,Formulation,Oil
1386,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1387,0,0.25%#Surf_180#0.25%#Surf_69#,Oil_19
1388,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1389,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1390,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1391,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_26#,Oil_19
1392,1,0.5%#Surf_214#0.5%#Surf_69#,Oil_19
1393,0,0.25%#Surf_152#0.15%#Surf_70#,Oil_19
1394,0,0.25%#Surf_173#0.15%#Surf_67#,Oil_19
1395,0,0.25%#Surf_124#0.15%#Surf_67#0.4%#Cosolv_48#,Oil_19
1396,0,0.25%#Surf_152#0.15%#Surf_67#,Oil_19
1397,0,0.25%#Surf_167#0.25%#Surf_67#0.5%#Cosolv_48#,Oil_19
1398,0,0.35%#Surf_199#0.15%#Surf_70#0.3%#Cosolv_48#,Oil_19
1399,0,0.25%#Surf_206#0.25%#Surf_67#0.5%#Cosolv_48#,Oil_19
1400,0,0.2%#Surf_206#0.2%#Surf_67#0.5%#Cosolv_48#,Oil_19
1401,0,0.2%#Surf_206#0.2%#Surf_67#0.5%#Cosolv_48#,Oil_19
1402,0,0.33%#Surf_206#0.17%#Surf_67#0.5%#Cosolv_48#,Oil_19
1403,0,0.375%#Surf_206#0.125%#Surf_67#0.5%#Cosolv_48#,Oil_19
1404,0,0.25%#Surf_206#0.25%#Cosolv_48#,Oil_19
1405,0,0.2%#Surf_206#0.04%#Surf_67#0.25%#Cosolv_48#,Oil_19
1406,0,0.25%#Surf_206#0.25%#Cosolv_48#,Oil_19
1407,0,0.25%#Surf_212#,Oil_19
1408,0,0.2%#Surf_212#0.04%#Surf_67#0.25%#Cosolv_48#,Oil_19
1409,0,0.25%#Surf_214#,Oil_19
1410,0,0.2%#Surf_214#0.04%#Surf_67#0.25%#Cosolv_48#,Oil_19
1411,0,0.25%#Surf_206#0.25%#Cosolv_28#,Oil_19
1412,0,0.2%#Surf_206#0.04%#Surf_67#0.25%#Cosolv_28#,Oil_19
1413,0,0.25%#Surf_155#,Oil_19
1414,0,0.2%#Surf_155#0.04%#Surf_67#0.25%#Cosolv_28#,Oil_19
1415,0,0.25%#Surf_206#0.25%#Cosolv_48#,Oil_19
1416,0,0.25%#Surf_206#0.04%#Surf_67#0.25%#Cosolv_48#,Oil_19
1417,0,0.25%#Surf_206#0.04%#Surf_67#0.25%#Cosolv_48#,Oil_19
1418,0,0.25%#Surf_206#0.04%#Surf_67#0.25%#Cosolv_28#,Oil_19
1419,0,0.25%#Surf_206#0.04%#Surf_69#0.25%#Cosolv_48#,Oil_19
1420,0,0.25%#Surf_206#0.04%#Surf_69#0.25%#Cosolv_28#,Oil_19
1421,0,0.25%#Surf_206#0.04%#Surf_69#0.25%#Cosolv_28#,Oil_19
1422,0,0.25%#Surf_167#0.04%#Surf_69#0.25%#Cosolv_48#,Oil_19
1423,0,0.25%#Surf_206#0.05%#Surf_69#0.25%#Cosolv_28#,Oil_19
1424,0,0.5%#Surf_206#0.5%#Surf_69#1%#Cosolv_47#,Oil_19
1425,0,1.5%#Surf_212#0.5%#Surf_70#2%#Cosolv_47#,Oil_19
1426,0,0.75%#Surf_214#0.25%#Surf_69#0.75%#Cosolv_47#,Oil_19
1427,0,0.75%#Surf_212#0.25%#Surf_70#1%#Cosolv_47#,Oil_19
1428,0,0.8%#Surf_212#0.2%#Surf_70#1%#Cosolv_47#,Oil_19
1429,0,0.4%#Surf_206#0.1%#Surf_69#0.5%#Cosolv_41#,Oil_19
1430,0,0.8%#Surf_206#0.2%#Surf_69#1%#Cosolv_41#,Oil_19
1431,0,0.4%#Surf_212#0.1%#Surf_70#0.5%#Cosolv_47#,Oil_19
1432,0,0.5%#Surf_206#0.5%#Surf_69#1%#Cosolv_47#,Oil_19
1433,0,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_47#,Oil_19
1434,0,0.42%#Surf_206#0.08%#Surf_67#0.5%#Cosolv_47#,Oil_19
1435,0,0.4%#Surf_212#0.1%#Surf_70#0.5%#Cosolv_47#,Oil_19
1436,0,0.42%#Surf_206#0.08%#Surf_67#0.5%#Cosolv_48#,Oil_19
1437,0,0.34%#Surf_206#0.06%#Surf_67#0.4%#Cosolv_48#,Oil_19
1438,0,0.6%#Surf_212#0.15%#Surf_70#0.75%#Cosolv_47#,Oil_19
1439,0,0.25%#Surf_206#0.04%#Surf_67#0.25%#Cosolv_48#,Oil_19
1440,0,0.25%#Surf_214#0.25%#Surf_69#0.5%#Cosolv_47#,Oil_19
1441,0,0.375%#Surf_214#0.125%#Surf_69#0.5%#Cosolv_47#,Oil_19
1442,1,0.25%#Surf_214#0.25%#Surf_69#0.5%#Cosolv_47#,Oil_19
1443,0,0.25%#Surf_214#0.25%#Surf_69#0.5%#Cosolv_48#,Oil_19
1444,0,0.4%#Surf_212#0.1%#Surf_70#0.5%#Cosolv_47#,Oil_19
1445,0,0.25%#Surf_206#0.04%#Surf_67#0.29%#Cosolv_48#,Oil_19
1446,0,0.125%#Surf_214#0.125%#Surf_69#0.25%#Cosolv_47#,Oil_19
1447,0,0.125%#Surf_214#0.125%#Surf_69#0.25%#Cosolv_48#,Oil_19
1448,1,0.5%#Surf_210#0.25%#Surf_69#0.25%#Cosolv_48#,Oil_19 + 20% Oil_L
1449,1,0.5%#Surf_210#0.25%#Surf_69#,Oil_19 + 20% Oil_L
1450,1,0.5%#Surf_210#0.5%#Surf_69#0.25%#Cosolv_37#,Oil_19 + 20% Oil_L
1451,1,0.5%#Surf_210#0.5%#Surf_69#0.35%#Cosolv_37#,Oil_19 + 20% Oil_L
1452,1,0.5%#Surf_151#0.5%#Surf_200#1%#Cosolv_35#,Oil_19 + 20% Oil_L
1453,0,2%#Cosolv_32#,Oil_29 + 7.5% Oil_B
1454,0,0.5%#Cosolv_47#0.5%#Cosolv_32#,Oil_29 + 7.5% Oil_B
1455,0,0.75%#Cosolv_32#0.25%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1456,0,1.25%#Cosolv_32#0.25%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1457,0,1.5%#Cosolv_32#0.25%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1458,0,1.25%#Cosolv_32#,Oil_29 + 7.5% Oil_B
1459,0,1.25%#Cosolv_32#,Oil_29 + 7.5% Oil_B
1460,0,1%#Cosolv_32#,Oil_29 + 7.5% Oil_B
1461,0,1.25%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1462,0,3%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1463,0,3%#Cosolv_32#,Oil_29 + 7.5% Oil_B
1464,0,3%#Cosolv_42#,Oil_29 + 7.5% Oil_B
1465,0,2%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1466,0,2.5%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1467,0,2.5%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1468,0,3%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1469,0,2%#Cosolv_21#,Oil_29 + 7.5% Oil_B
1470,0,2.5%#Cosolv_21#,Oil_29 + 7.5% Oil_B
1471,0,3%#Cosolv_21#,Oil_29 + 7.5% Oil_B
1472,0,2%#Cosolv_33#,Oil_29 + 7.5% Oil_B
1473,0,2.5%#Cosolv_33#,Oil_29 + 7.5% Oil_B
1474,0,1.5%#Cosolv_33#,Oil_29 + 7.5% Oil_B
1475,0,3%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1476,0,3%#Cosolv_33#,Oil_29 + 7.5% Oil_B
1477,0,1%#Surf_184#,Oil_29 + 7.5% Oil_B
1478,0,0.5%#Surf_184#,Oil_29 + 7.5% Oil_B
1479,0,0.25%#Surf_184#,Oil_29 + 7.5% Oil_B
1480,0,0.125%#Surf_214#0.125%#Surf_69#0.25%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1481,0,0.5%#Surf_184#0.5%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1482,0,0.5%#Surf_184#0.5%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1483,0,0.25%#Surf_59#0.25%#Surf_16#1%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1484,0,0.35%#Surf_59#0.15%#Surf_16#1%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1485,0,0.5%#Surf_16#1%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1486,0,0.5%#Surf_92#,Oil_29 + 7.5% Oil_B
1487,0,1%#Surf_92#,Oil_29 + 7.5% Oil_B
1488,0,0.5%#Surf_111#0.25%#Surf_92#,Oil_29 + 7.5% Oil_B
1489,0,0.25%#Surf_63#0.25%#Surf_214#0.25%#Surf_16#0.25%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1490,0,0.25%#Surf_184#0.25%#Surf_214#1%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1491,0,0.5%#Surf_183#0.5%#Surf_92#,Oil_29 + 7.5% Oil_B
1492,0,0.5%#Surf_70#0.5%#Surf_92#,Oil_29 + 7.5% Oil_B
1493,0,0.5%#Surf_183#0.5%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1494,0,0.5%#Surf_70#0.5%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1495,0,0.5%#Surf_92#2%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1496,0,0.5%#Surf_183#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1497,0,0.5%#Surf_183#2%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1498,0,0.5%#Surf_92#2%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1499,0,0.5%#Surf_161#0.5%#Surf_92#2%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1500,0,0.25%#Surf_205#0.25%#Surf_214#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1501,0,0.5%#Surf_205#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1502,0,0.25%#Surf_214#0.25%#Surf_70#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1503,0,0.5%#Surf_184#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1504,0,0.5%#Surf_92#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1505,0,0.5%#Surf_183#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1506,0,0.5%#Surf_187#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1507,0,0.25%#Surf_187#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1508,0,0.25%#Surf_187#0.25%#Surf_213#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1509,0,0.25%#Surf_187#0.25%#Surf_213#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1510,0,0.15%#Surf_213#0.15%#Surf_70#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1511,0,0.25%#Surf_213#0.25%#Surf_213#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1512,0,0.3%#Surf_187#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1513,0,0.15%#Surf_92#0.15%#Surf_70#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1514,0,0.15%#Surf_92#0.15%#Surf_70#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1515,0,0.25%#Surf_187#0.25%#Surf_213#2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1516,0,2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1517,0,1%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1518,0,0.5%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1519,0,1%#Surf_92#,Oil_29 + 7.5% Oil_B
1520,0,1%#Surf_92#,Oil_29 + 7.5% Oil_B
1521,0,2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1522,0,2%#Cosolv_41#,Oil_29 + 7.5% Oil_B
1523,0,2%#Cosolv_48#0.5%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1524,0,2%#Cosolv_48#0.5%#Cosolv_43#,Oil_29 + 7.5% Oil_B
1525,0,2%#Cosolv_48#,Oil_29 + 7.5% Oil_B
1526,0,2%#Cosolv_48#0.5%#Cosolv_47#,Oil_29 + 7.5% Oil_B
1527,0,1%#Surf_184#,Oil_29 + 3.86% Oil_B
1528,0,1%#Surf_184#,Oil_29 + 12.245% Oil_F
1529,0,1%#Surf_184#,Oil_29 + 7.916% Oil_B
1530,0,1%#Surf_184#,Oil_29
1531,0,1.5%#Cosolv_32#,Oil_29 + 7.5% Oil_B
1532,0,3%#Cosolv_44#,Oil_29 + 7.5% Oil_B
1533,0,3%#Cosolv_33#,Oil_29 + 7.5% Oil_B
1534,0,3%#Cosolv_19#,Oil_29 + 5.5% Oil_L
1535,0,1%#Surf_212#1%#Surf_69#2%#Cosolv_47#,Oil_30
1536,0,1.5%#Surf_212#0.5%#Surf_69#2%#Cosolv_47#,Oil_30
1537,1,0.75%#Surf_212#0.25%#Surf_69#2%#Cosolv_47#,Oil_30
1538,0,1.5%#Surf_206#0.5%#Surf_70#2%#Cosolv_47#,Oil_30
1539,0,0.75%#Surf_206#0.25%#Surf_69#2%#Cosolv_47#,Oil_30
1540,0,1.5%#Surf_136#0.5%#Surf_69#2%#Cosolv_47#,Oil_30
1541,0,0.5%#Surf_136#0.5%#Surf_206#1%#Cosolv_47#,Oil_30
1542,1,0.75%#Surf_214#0.25%#Surf_69#1%#Cosolv_47#,Oil_30
1543,0,0.375%#Surf_214#0.125%#Surf_69#0.375%#Cosolv_47#,Oil_30
1544,0,0.75%#Surf_214#0.25%#Surf_69#0.75%#Cosolv_47#,Oil_30
1545,1,0.75%#Surf_214#0.25%#Surf_69#0.75%#Cosolv_47#,Oil_30
1546,0,0.75%#Surf_214#0.25%#Surf_69#0.75%#Cosolv_47#,Oil_30
1547,1,0.1%#Surf_214#0.2%#Surf_69#0.2%#Surf_211#0.25%#Surf_210#,Oil_30
1548,1,0.15%#Surf_69#0.2%#Surf_211#0.15%#Surf_210#,Oil_30
1549,1,0.05%#Surf_214#0.1%#Surf_69#0.1%#Surf_211#0.125%#Surf_210#,Oil_30
1550,1,0.1%#Surf_214#0.2%#Surf_69#0.2%#Surf_211#0.25%#Surf_210#0.25%#Cosolv_46#,Oil_30
1551,1,0.025%#Surf_214#0.05%#Surf_69#0.05%#Surf_211#0.0625%#Surf_210#,Oil_30
1552,0,0.75%#Surf_214#0.25%#Surf_69#0.75%#Cosolv_47#,Oil_30
1553,0,0.25%#Surf_198#0.25%#Surf_69#1%#Cosolv_47#,Oil_30
1554,0,0.88%#Surf_214#0.12%#Surf_70#0.25%#Cosolv_45#,Oil_30
1555,0,0.75%#Surf_207#0.25%#Surf_69#1%#Cosolv_47#,Oil_30
1556,0,0.88%#Surf_214#0.12%#Surf_70#1%#Cosolv_46#,Oil_30
1557,0,0.75%#Surf_214#0.75%#Cosolv_46#,Oil_30
1558,0,0.55%#Surf_129#0.15%#Surf_15#0.75%#Cosolv_40#,Oil_30
1559,0,0.5%#Surf_129#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1560,0,0.5%#Surf_200#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1561,0,0.5%#Surf_96#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1562,0,0.55%#Surf_214#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1563,0,0.55%#Surf_214#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1564,0,0.55%#Surf_214#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1565,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1566,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1567,0,0.75%#Surf_214#0.25%#Surf_69#0.75%#Cosolv_46#,Oil_30
1568,0,0.88%#Surf_200#0.12%#Surf_70#1%#Cosolv_46#,Oil_30
1569,0,0.75%#Surf_214#0.25%#Surf_17#0.75%#Cosolv_46#,Oil_30
1570,0,0.75%#Surf_213#0.25%#Surf_17#0.75%#Cosolv_46#,Oil_30
1571,1,0.75%#Surf_213#0.25%#Surf_17#1%#Cosolv_46#,Oil_30
1572,1,0.65%#Surf_213#0.35%#Surf_17#1%#Cosolv_46#,Oil_30
1573,1,0.5%#Surf_213#0.25%#Surf_17#0.75%#Cosolv_46#,Oil_30
1574,0,0.65%#Surf_198#0.35%#Surf_17#1%#Cosolv_46#,Oil_30
1575,0,0.75%#Surf_213#0.25%#Surf_17#1%#Cosolv_46#,Oil_30
1576,0,0.75%#Surf_213#0.25%#Surf_17#1%#Cosolv_46#,Oil_30
1577,0,0.75%#Surf_213#0.25%#Surf_67#1%#Cosolv_46#,Oil_30
1578,0,0.75%#Surf_213#0.25%#Surf_17#0.8%#Cosolv_46#0.8%#Cosolv_48#,Oil_30
1579,0,0.75%#Surf_213#0.25%#Surf_67#1%#Cosolv_47#,Oil_30
1580,0,0.75%#Surf_213#0.25%#Surf_17#1%#Cosolv_47#,Oil_30
1581,0,0.75%#Surf_213#0.25%#Surf_17#0.5%#Cosolv_47#,Oil_30
1582,0,0.5%#Surf_213#0.5%#Surf_17#1%#Cosolv_47#,Oil_30
1583,0,0.5%#Surf_213#0.5%#Surf_17#0.5%#Cosolv_47#,Oil_30
1584,0,0.75%#Surf_213#0.25%#Surf_17#0.4%#Cosolv_46#0.1%#Cosolv_48#,Oil_30
1585,0,0.75%#Surf_213#0.25%#Surf_17#0.5%#Cosolv_48#,Oil_30
1586,0,0.75%#Surf_213#0.25%#Surf_17#0.8%#Cosolv_46#0.2%#Cosolv_48#,Oil_30
1587,0,0.75%#Surf_213#0.25%#Surf_15#0.5%#Cosolv_46#0.5%#Cosolv_48#,Oil_30
1588,1,0.75%#Surf_213#0.25%#Surf_17#1%#Cosolv_46#,Oil_30
1589,0,0.75%#Surf_207#0.25%#Surf_15#1%#Cosolv_46#,Oil_30
1590,0,0.75%#Surf_198#0.25%#Surf_15#1%#Cosolv_46#,Oil_30
1591,0,0.5%#Surf_213#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1592,0,0.5%#Surf_198#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1593,0,0.5%#Surf_207#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1594,0,0.75%#Surf_198#0.25%#Surf_15#1%#Cosolv_47#,Oil_30
1595,0,0.75%#Surf_207#0.25%#Surf_15#1%#Cosolv_47#,Oil_30
1596,0,0.5%#Surf_213#0.25%#Surf_15#0.75%#Cosolv_47#,Oil_30
1597,0,0.5625%#Surf_213#0.1875%#Surf_15#0.75%#Cosolv_46#,Oil_30
1598,0,0.75%#Surf_213#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1599,0,0.75%#Surf_213#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1600,1,0.5625%#Surf_213#0.1875%#Surf_17#0.5%#Cosolv_46#,Oil_30
1601,0,0.375%#Surf_213#0.25%#Surf_15#0.375%#Surf_198#0.75%#Cosolv_46#,Oil_30
1602,0,0.25%#Surf_16#0.75%#Surf_15#1%#Cosolv_46#,Oil_30
1603,0,0.25%#Surf_16#0.75%#Surf_15#1%#Cosolv_46#,Oil_30
1604,0,0.75%#Surf_214#0.25%#Surf_15#1%#Cosolv_46#,Oil_30
1605,0,0.75%#Surf_214#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1606,0,0.5%#Surf_214#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1607,0,0.75%#Surf_214#0.25%#Surf_69#0.75%#Cosolv_47#,Oil_30
1608,0,0.5625%#Surf_214#0.1875%#Surf_15#0.5%#Cosolv_46#,Oil_30
1609,0,0.5625%#Surf_166#0.1875%#Surf_15#0.5%#Cosolv_46#,Oil_30
1610,0,0.56%#Surf_214#0.19%#Surf_15#0.5%#Cosolv_46#,Oil_30
1611,0,0.56%#Surf_214#0.19%#Surf_15#0.5%#Cosolv_40#,Oil_30
1612,0,0.56%#Surf_214#0.19%#Surf_15#0.75%#Cosolv_46#,Oil_30
1613,0,0.56%#Surf_214#0.19%#Surf_15#0.75%#Cosolv_40#,Oil_30
1614,0,0.56%#Surf_213#0.19%#Surf_15#0.5%#Cosolv_46#,Oil_30
1615,0,0.56%#Surf_213#0.19%#Surf_15#0.5%#Cosolv_40#,Oil_30
1616,0,0.56%#Surf_213#0.19%#Surf_15#0.75%#Cosolv_46#,Oil_30
1617,0,0.56%#Surf_213#0.19%#Surf_15#0.75%#Cosolv_40#,Oil_30
1618,0,0.56%#Surf_214#0.19%#Surf_15#0.5%#Cosolv_46#,Oil_30
1619,0,0.56%#Surf_214#0.19%#Surf_15#0.75%#Cosolv_46#,Oil_30
1620,0,0.56%#Surf_214#0.19%#Surf_15#0.5%#Cosolv_40#,Oil_30
1621,0,0.6%#Surf_213#0.15%#Surf_15#0.5%#Cosolv_40#,Oil_30
1622,0,0.5%#Surf_213#0.25%#Surf_15#0.5%#Cosolv_40#,Oil_30
1623,0,0.5%#Surf_213#0.25%#Surf_15#0.5%#Cosolv_46#,Oil_30
1624,0,0.5%#Surf_213#0.25%#Surf_15#0.75%#Cosolv_47#,Oil_30
1625,0,0.5%#Surf_213#0.25%#Surf_15#0.5%#Cosolv_47#,Oil_30
1626,0,0.6%#Surf_214#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1627,0,0.6%#Surf_214#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1628,0,0.55%#Surf_214#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1629,0,0.55%#Surf_214#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1630,1,0.55%#Surf_214#0.2%#Surf_17#0.75%#Cosolv_46#,Oil_30
1631,0,0.55%#Surf_213#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1632,0,0.55%#Surf_213#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1633,0,0.6%#Surf_213#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1634,0,0.6%#Surf_213#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1635,0,0.55%#Surf_214#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1636,0,0.55%#Surf_214#0.2%#Surf_15#0.5%#Cosolv_46#,Oil_30
1637,0,0.55%#Surf_214#0.2%#Surf_15#0.5%#Cosolv_46#,Oil_30
1638,0,0.55%#Surf_213#0.2%#Surf_15#0.5%#Cosolv_46#,Oil_30
1639,0,0.55%#Surf_213#0.2%#Surf_15#0.5%#Cosolv_46#,Oil_30
1640,0,0.55%#Surf_214#0.2%#Surf_15#1%#Cosolv_46#,Oil_30
1641,0,0.55%#Surf_214#0.2%#Surf_15#1%#Cosolv_43#,Oil_30
1642,0,0.55%#Surf_214#0.2%#Surf_15#1.5%#Cosolv_43#,Oil_30
1643,0,0.55%#Surf_214#0.2%#Surf_15#1.5%#Cosolv_47#,Oil_30
1644,0,0.88%#Surf_214#0.32%#Surf_15#1.2%#Cosolv_46#,Oil_30
1645,0,0.88%#Surf_214#0.32%#Surf_15#1.2%#Cosolv_46#,Oil_30
1646,0,0.88%#Surf_214#0.32%#Surf_15#0.75%#Cosolv_46#,Oil_30
1647,0,0.88%#Surf_214#0.32%#Surf_15#0.75%#Cosolv_46#,Oil_30
1648,0,0.75%#Surf_214#0.25%#Surf_15#1%#Cosolv_46#,Oil_30
1649,0,0.75%#Surf_214#0.25%#Surf_15#1%#Cosolv_46#,Oil_30
1650,0,0.75%#Surf_214#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1651,0,0.75%#Surf_214#0.25%#Surf_15#0.75%#Cosolv_46#,Oil_30
1652,0,0.88%#Surf_214#0.32%#Surf_15#1.2%#Cosolv_43#,Oil_30
1653,0,0.88%#Surf_214#0.32%#Surf_15#1.2%#Cosolv_43#,Oil_30
1654,0,0.75%#Surf_214#0.2%#Surf_15#1%#Cosolv_43#,Oil_30
1655,0,0.75%#Surf_214#0.2%#Surf_15#1%#Cosolv_43#,Oil_30
1656,1,0.55%#Surf_214#0.2%#Surf_17#0.75%#Cosolv_46#,Oil_30
1657,0,0.55%#Surf_214#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1658,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1659,0,0.36%#Surf_214#0.14%#Surf_69#0.75%#Cosolv_46#,Oil_30
1660,0,0.36%#Surf_214#0.14%#Surf_69#0.5%#Cosolv_46#,Oil_30
1661,1,0.55%#Surf_214#0.2%#Surf_17#0.75%#Cosolv_46#,Oil_30
1662,0,0.55%#Surf_214#0.2%#Surf_15#0.75%#Cosolv_46#,Oil_30
1663,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1664,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1665,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 35% Oil_F
1666,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 17.5% Oil_G
1667,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 20% Oil_I
1668,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 9% Oil_L
1669,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1670,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 35% Oil_F
1671,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 17.5% Oil_G
1672,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 20% Oil_I
1673,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30 + 9% Oil_L
1674,0,0.375%#Surf_214#0.375%#Surf_69#0.75%#Cosolv_46#,Oil_30
1675,0,0.6%#Surf_214#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1676,0,0.6%#Surf_214#0.15%#Surf_15#0.75%#Cosolv_46#,Oil_30
1677,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1678,1,0.55%#Surf_214#0.2%#Surf_69#1%#Cosolv_46#,Oil_30
1679,0,0.55%#Surf_214#0.2%#Surf_69#1.5%#Cosolv_46#,Oil_30
1680,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_37#,Oil_30
1681,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_11#,Oil_30
1682,1,0.55%#Surf_214#0.2%#Surf_69#1%#Cosolv_37#,Oil_30
1683,0,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_30#,Oil_30
1684,0,0.55%#Surf_214#0.2%#Surf_69#1%#Cosolv_30#,Oil_30
1685,0,0.275%#Surf_214#0.1%#Surf_69#0.375%#Cosolv_46#,Oil_30
1686,1,0.275%#Surf_214#0.1%#Surf_69#0.75%#Cosolv_46#,Oil_30
1687,1,0.55%#Surf_214#0.2%#Surf_69#,Oil_30
1688,1,0.55%#Surf_214#0.2%#Surf_69#0.5%#Cosolv_46#,Oil_30
1689,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
1690,1,0.55%#Surf_214#0.2%#Surf_69#0.65%#Cosolv_46#,Oil_30
1691,1,0.55%#Surf_214#0.2%#Surf_69#0.75%#Cosolv_46#,Oil_30
