Na,Cl,Ca,Mg,S(6),pH,m_Ca+2,m_CaSO4,m_CaOH+,m_CaHSO4+,m_Cl-,m_Na+,m_NaSO4-,m_NaOH,m_SO4-2,m_Mg+2,m_MgSO4,m_MgOH+,m_HSO4-,la_H+
0.27599,1.0378,0.15659,0.26078,0.036452,-5.219630252,0.15006,0.0065243,1.83E-09,2.66E-07,1.0378,0.27381,0.0021757,3.77E-20,0.010097,0.24312,0.017654,1.08E-07,5.67E-07,-5.4088
0.28005,1.4453,0.48653,0.23545,0.13937,-9.704899554,0.43272,0.053809,2.19E-06,4.83E-09,1.4453,0.27293,0.0071244,1.53E-17,0.035433,0.19241,0.043001,4.74E-05,3.07E-09,-8.0532
0.6701,1.0095,0.274,0.11528,0.2196,-6.221625686,0.20809,0.065906,2.86E-08,2.34E-07,1.0095,0.63268,0.037424,9.81E-19,0.076126,0.075134,0.040145,3.89E-07,3.54E-07,-6.4676
0.12031,0.36838,0.022748,0.11654,0.015257,-6.682659443,0.021712,0.001036,3.11E-09,4.22E-09,0.36838,0.11959,0.00072798,1.89E-19,0.005766,0.10881,0.0077267,3.94E-07,6.25E-08,-6.3938
0.16726,1.2019,0.31098,0.24827,0.041919,-7.364683289,0.2983,0.012681,2.87E-08,6.32E-08,1.2019,0.16588,0.0013749,1.79E-19,0.010914,0.23132,0.01695,9.12E-07,6.40E-08,-6.3179
0.27072,0.61728,0.13636,0.089851,0.052926,-7.34871577,0.1221,0.014257,2.81E-08,3.35E-08,0.61728,0.26596,0.0047644,6.93E-19,0.020039,0.075985,0.013865,5.06E-07,9.26E-08,-6.6469
0.41785,0.63159,0.21487,0.076692,0.18469,-6.604830718,0.15626,0.058614,3.74E-08,1.28E-07,0.63159,0.39355,0.024296,1.07E-18,0.073016,0.047923,0.028768,3.58E-07,2.75E-07,-6.68
0.18637,0.50148,0.17871,0.0055338,0.026682,-6.437405725,0.16602,0.01269,3.37E-08,3.50E-08,0.50148,0.18436,0.0020058,4.20E-19,0.011407,0.0049548,0.00057899,2.72E-08,7.04E-08,-6.5729
0.97545,0.94181,0.17552,0.16983,0.36217,-7.24267141,0.11452,0.06099,2.58E-08,1.31E-07,0.94181,0.88599,0.089458,2.24E-18,0.13104,0.089149,0.080681,7.77E-07,3.55E-07,-6.6853
0.36523,0.3006,0.061967,0.047674,0.14196,-7.902111369,0.040152,0.021815,3.91E-08,1.28E-08,0.3006,0.34021,0.025017,3.69E-18,0.073647,0.026197,0.021477,6.67E-07,1.05E-07,-7.2419
0.069832,0.16582,0.0040319,0.054893,0.010931,-8.589544221,0.0037599,0.00027197,1.10E-08,6.00E-11,0.16582,0.069345,0.00048756,2.08E-18,0.0050664,0.049785,0.0051054,3.34E-06,4.31E-09,-7.6282
0.53939,0.76986,0.21722,0.073065,0.17505,-6.945799276,0.16388,0.053335,4.28E-08,1.05E-07,0.76986,0.5109,0.028495,1.51E-18,0.067943,0.047789,0.025275,4.10E-07,2.12E-07,-6.7276
0.36803,0.90441,0.17278,0.13441,0.039005,-9.312377644,0.16278,0.0099979,7.44E-07,1.12E-09,0.90441,0.36417,0.0038528,1.89E-17,0.012934,0.12218,0.01222,1.85E-05,2.27E-09,-7.9711
0.18085,0.061453,0.0054497,0.015788,0.080939,-9.889922426,0.003079,0.00237,6.16E-07,7.53E-12,0.061453,0.1679,0.012953,3.49E-16,0.057378,0.0075155,0.008238,3.49E-05,6.77E-10,-9.4735
0.60403,0.605,0.076402,0.079613,0.15553,-6.80022378,0.05514,0.021262,1.43E-08,4.38E-08,0.605,0.56941,0.03462,1.67E-18,0.069548,0.049512,0.030101,3.81E-07,2.68E-07,-6.7056
0.4048,0.61477,0.0080238,0.28138,0.18442,-9.649320238,0.0059985,0.0020253,4.60E-08,1.40E-10,0.61477,0.38392,0.020886,3.34E-17,0.063304,0.18313,0.098209,4.28E-05,7.83E-09,-8.1814
0.63839,0.97769,0.020099,0.23098,0.081425,-8.637402327,0.017882,0.002217,1.18E-08,1.70E-09,0.97769,0.62487,0.013525,4.68E-18,0.026708,0.192,0.038975,4.28E-06,3.12E-08,-7.1355
0.20699,0.55489,0.11677,0.10018,0.04301,-8.1177275,0.1062,0.010571,5.58E-08,1.11E-08,0.55489,0.20398,0.0030125,1.21E-18,0.01606,0.086814,0.013367,1.28E-06,3.50E-08,-6.9968
0.33631,1.0803,0.12689,0.32197,0.076834,-6.102448491,0.11682,0.010069,6.80E-09,8.50E-08,1.0803,0.331,0.0053132,2.17E-19,0.020624,0.28114,0.040827,6.14E-07,2.30E-07,-6.092
0.1777,0.073992,0.010844,0.012993,0.075693,-8.968247904,0.0063445,0.0044992,1.60E-07,1.13E-10,0.073992,0.16591,0.011793,4.35E-17,0.052874,0.0064629,0.0065268,3.78E-06,4.95E-09,-8.574
0.48692,0.74492,0.15243,0.15176,0.1752,-8.288172689,0.11627,0.036167,6.83E-08,3.18E-08,0.74492,0.46251,0.024403,3.08E-18,0.063805,0.10094,0.050823,1.92E-06,9.07E-08,-7.0772
0.27159,0.49287,0.1198,0.090344,0.099503,-7.233266437,0.095643,0.024156,2.58E-08,4.93E-08,0.49287,0.26184,0.0097479,7.96E-19,0.040254,0.064999,0.025345,4.89E-07,1.73E-07,-6.706
0.060674,0.19252,0.017474,0.053723,0.0052759,-8.392849017,0.016958,0.00051617,3.01E-08,1.84E-10,0.19252,0.060487,0.00018719,1.12E-18,0.0023361,0.051485,0.0022365,2.13E-06,3.03E-09,-7.4255
0.80596,1.1506,0.31332,0.053545,0.19456,-7.759044536,0.24552,0.067795,1.05E-07,7.63E-08,1.1506,0.76544,0.040512,3.67E-18,0.069085,0.036381,0.017164,6.14E-07,9.56E-08,-6.9654
0.33308,0.81436,0.21759,0.13928,0.11623,-9.203037101,0.18341,0.034182,7.30E-07,4.41E-09,0.81436,0.32272,0.010362,1.46E-17,0.039261,0.10684,0.032427,1.41E-05,7.93E-09,-7.9105
0.40467,1.3548,0.36385,0.30667,0.19547,-7.705974085,0.30797,0.055882,3.79E-08,2.09E-07,1.3548,0.39011,0.014561,5.32E-19,0.050299,0.23194,0.074726,1.32E-06,1.93E-07,-6.4353
0.22554,1.1058,0.22098,0.22342,0.0042846,-5.150261527,0.2199,0.0010765,2.02E-09,5.78E-08,1.1058,0.22534,0.00020569,2.33E-20,0.0011736,0.22159,0.0018287,7.64E-08,8.28E-08,-5.2887
0.88955,0.68114,0.042505,0.12776,0.27447,-8.167419729,0.027082,0.015423,1.83E-08,1.17E-08,0.68114,0.81054,0.079011,6.23E-18,0.11864,0.066366,0.061393,1.48E-06,1.42E-07,-7.1426
0.20517,0.672,0.18154,0.053079,0.0012057,-8.889145694,0.18108,0.00046386,6.95E-07,6.52E-11,0.672,0.20509,8.14E-05,8.90E-18,0.00044809,0.05286,0.00021231,5.92E-06,1.22E-10,-7.8704
0.45385,0.94143,0.27842,0.095224,0.12985,-6.294742772,0.23243,0.045991,3.09E-08,1.73E-07,0.94143,0.43826,0.015592,6.59E-19,0.04475,0.071701,0.023523,3.37E-07,2.41E-07,-6.4439
0.36293,0.52622,0.10963,0.13798,0.16596,-9.413601565,0.079834,0.029798,7.13E-07,1.80E-09,0.52622,0.34306,0.019864,3.47E-17,0.065365,0.087017,0.050936,2.27E-05,7.59E-09,-8.2382
0.8016,0.95933,0.038139,0.25704,0.21632,-8.767995368,0.028859,0.0092798,2.75E-08,4.84E-09,0.95933,0.75754,0.044062,8.16E-18,0.073439,0.1675,0.089539,5.69E-06,5.40E-08,-7.3026
0.75683,0.91014,0.2197,0.11532,0.25837,-5.847959241,0.15599,0.06371,1.47E-08,3.33E-07,0.91014,0.70415,0.052678,7.51E-19,0.095187,0.068528,0.046792,2.36E-07,6.82E-07,-6.3005
1.3237,0.46321,0.02947,0.06967,0.52941,-9.565880373,0.014187,0.015283,4.10E-07,2.61E-10,0.46321,1.1056,0.21819,3.61E-16,0.25115,0.024863,0.044781,2.62E-05,5.87E-09,-8.7873
0.22497,0.57627,0.13798,0.14562,0.10794,-6.404111002,0.11323,0.024742,1.58E-08,9.54E-08,0.57627,0.21756,0.0074081,3.44E-19,0.038583,0.10841,0.037205,4.44E-07,2.84E-07,-6.4325
0.2728,0.57651,0.12706,0.15967,0.13488,-7.656468598,0.099931,0.027134,2.55E-08,5.70E-08,0.57651,0.26163,0.011172,7.56E-19,0.048741,0.11183,0.047835,8.46E-07,1.92E-07,-6.6969
0.32253,0.9615,0.14648,0.25773,0.084726,-8.498045028,0.13207,0.014411,5.49E-08,1.74E-08,0.9615,0.31633,0.0062008,1.49E-18,0.024643,0.21826,0.039471,3.20E-06,4.26E-08,-6.9378
0.7111,0.94842,0.089635,0.21712,0.18809,-6.031357723,0.069801,0.019834,5.99E-09,1.15E-07,0.94842,0.67655,0.034543,6.57E-19,0.064198,0.1476,0.069518,4.47E-07,5.34E-07,-6.2557
0.54188,0.8545,0.12862,0.19867,0.17098,-9.131751948,0.10132,0.027306,2.72E-07,5.16E-09,0.8545,0.51746,0.024427,1.58E-17,0.058371,0.13777,0.06088,1.26E-05,1.67E-08,-7.7446
0.14953,0.16976,0.05766,0.0065264,0.05407,-5.06464651,0.042372,0.015288,7.70E-10,5.22E-07,0.16976,0.14395,0.0055804,2.77E-20,0.030967,0.0042952,0.0022312,1.84E-09,3.59E-06,-5.451
0.60603,0.38498,0.076413,0.022716,0.20965,-8.716769895,0.045659,0.030753,3.56E-07,2.15E-09,0.38498,0.55027,0.055764,4.85E-17,0.11152,0.0111,0.011613,2.46E-06,1.58E-08,-8.1731
0.2791,0.66322,0.14211,0.11274,0.062782,-8.074803175,0.12622,0.01589,5.51E-08,1.95E-08,0.66322,0.27365,0.0054408,1.35E-18,0.022771,0.094056,0.01868,1.22E-06,5.19E-08,-6.9314
0.23328,0.60261,0.056752,0.17102,0.043105,-8.686065547,0.052159,0.0045933,5.58E-08,2.34E-09,0.60261,0.2302,0.0030761,2.78E-18,0.014811,0.15039,0.020625,4.60E-06,1.51E-08,-7.3108
0.51298,1.1658,0.32179,0.13286,0.12823,-8.290485883,0.27741,0.044379,1.28E-07,4.65E-08,1.1658,0.49771,0.01527,2.57E-18,0.040059,0.10433,0.028525,1.90E-06,5.15E-08,-6.9967
0.095439,0.59786,0.13441,0.14969,0.032888,-9.324778238,0.12653,0.0078828,6.16E-07,8.78E-10,0.59786,0.094531,0.00090841,5.20E-18,0.010797,0.13637,0.0133,1.93E-05,2.34E-09,-7.9714
0.50019,0.71034,0.1037,0.23928,0.2379,-6.32952133,0.074222,0.029475,9.77E-09,1.15E-07,0.71034,0.46835,0.031841,6.99E-19,0.082756,0.14545,0.09383,6.28E-07,5.13E-07,-6.4295
0.075545,0.30866,0.0077245,0.12252,0.013685,-7.824162981,0.0073816,0.0003429,2.25E-09,6.69E-10,0.30866,0.075122,0.00042307,2.50E-19,0.005077,0.11467,0.0078418,8.63E-07,2.84E-08,-6.7081
0.31092,0.45066,0.045043,0.15987,0.13504,-6.701298493,0.033566,0.011478,6.27E-09,3.40E-08,0.45066,0.29612,0.014796,6.23E-19,0.053621,0.10472,0.055146,5.41E-07,3.40E-07,-6.5442
0.31364,0.69409,0.15245,0.13763,0.099856,-7.597249837,0.1286,0.023857,2.98E-08,5.44E-08,0.69409,0.30445,0.0091911,7.99E-19,0.0354,0.10622,0.031407,7.56E-07,1.42E-07,-6.6623
0.35974,0.92331,0.21654,0.22571,0.16046,-6.444284874,0.17825,0.038296,2.00E-08,1.71E-07,0.92331,0.34625,0.013485,4.38E-19,0.04924,0.16627,0.059441,6.66E-07,3.08E-07,-6.3705
0.33229,0.77495,0.16696,0.14395,0.089582,-8.842792794,0.14481,0.022144,2.47E-07,6.75E-09,0.77495,0.32399,0.008298,6.27E-18,0.030691,0.1155,0.028449,6.28E-06,1.56E-08,-7.5364
0.46738,1.0114,0.14633,0.24723,0.12157,-8.652206191,0.12631,0.020017,7.86E-08,1.60E-08,1.0114,0.45425,0.013135,3.19E-18,0.036707,0.19552,0.051711,4.40E-06,4.05E-08,-7.1173
0.77488,1.1532,0.24804,0.20072,0.25962,-5.609497868,0.18779,0.060252,9.41E-09,5.72E-07,1.1532,0.72929,0.045598,4.09E-19,0.082301,0.12926,0.071466,2.65E-07,9.21E-07,-6.038
0.36217,0.40021,0.0080337,0.14221,0.13123,-5.94307209,0.0057767,0.0022571,5.99E-10,1.22E-08,0.40021,0.3433,0.018869,3.99E-19,0.057026,0.089137,0.053075,2.48E-07,7.04E-07,-6.2795
0.22941,0.19432,0.011243,0.071595,0.10038,-8.972590846,0.0074468,0.003796,5.63E-08,3.01E-10,0.19432,0.21637,0.013034,1.77E-17,0.052951,0.040987,0.0306,7.56E-06,1.25E-08,-8.0961
0.22237,0.33436,0.057536,0.068274,0.069815,-9.651849814,0.045719,0.011816,1.32E-06,2.37E-10,0.33436,0.2152,0.0071668,6.89E-17,0.031847,0.049252,0.018985,3.63E-05,1.67E-09,-8.7029
0.24881,0.30558,0.074432,0.062898,0.10894,-7.818614538,0.053112,0.02132,3.53E-08,1.85E-08,0.30558,0.23633,0.012482,1.74E-18,0.051518,0.039272,0.023625,6.72E-07,1.13E-07,-7.0691
0.34536,0.21261,0.027803,0.018789,0.11297,-8.228872396,0.017266,0.010537,5.76E-08,1.86E-09,0.21261,0.32114,0.024224,1.17E-17,0.069296,0.0098779,0.0089101,8.21E-07,3.41E-08,-7.7537
0.304,1.2444,0.28678,0.31666,0.13322,-9.508403657,0.25384,0.032939,7.14E-07,5.53E-09,1.2444,0.29636,0.0076445,9.31E-18,0.034273,0.25826,0.058365,3.10E-05,6.45E-09,-7.788
0.11859,0.13361,0.040673,0.014171,0.047335,-9.659785104,0.029782,0.010889,2.98E-06,6.91E-11,0.13361,0.11439,0.0042025,1.19E-16,0.027398,0.0093032,0.0048458,2.16E-05,6.43E-10,-9.1737
0.78019,0.98042,0.14724,0.1081,0.15522,-8.121551861,0.11701,0.030225,5.86E-08,3.01E-08,0.98042,0.74567,0.034515,4.23E-18,0.0581,0.075715,0.032379,1.33E-06,8.34E-08,-7.0216
0.40618,0.37348,0.088155,0.031715,0.13622,-9.06645345,0.059799,0.028355,8.28E-07,1.15E-09,0.37348,0.38079,0.025393,5.91E-17,0.069173,0.018408,0.0133,6.85E-06,6.40E-09,-8.405
0.201,0.41866,0.067094,0.12462,0.08288,-6.41866444,0.054727,0.012367,8.43E-09,4.52E-08,0.41866,0.19485,0.0061458,3.36E-19,0.032493,0.092745,0.031873,3.82E-07,2.75E-07,-6.4487
0.23992,0.2152,0.039739,0.0018525,0.053953,-7.100857658,0.029238,0.010501,2.33E-08,8.05E-09,0.2152,0.23064,0.0092805,1.97E-18,0.033537,0.0012181,0.0006344,2.32E-08,8.24E-08,-7.1049
0.21508,0.33223,0.049874,0.07229,0.063589,-8.920910396,0.040296,0.0095777,2.05E-07,1.10E-09,0.33223,0.20875,0.0063369,1.17E-17,0.028785,0.053393,0.01889,6.88E-06,8.76E-09,-7.945
0.29268,0.42882,0.11828,0.066372,0.11658,-7.055553562,0.08858,0.029702,2.80E-08,5.23E-08,0.42882,0.27923,0.013448,9.92E-19,0.050903,0.043842,0.02253,3.79E-07,1.98E-07,-6.7684
1.0802,0.63223,0.016288,0.27724,0.5175,-8.389691377,0.008801,0.007487,5.38E-09,6.02E-09,0.63223,0.93367,0.14651,6.44E-18,0.2005,0.11424,0.163,2.57E-06,2.17E-07,-7.114
0.22592,0.41234,0.091485,0.059901,0.058178,-6.600181807,0.077185,0.0143,1.64E-08,3.84E-08,0.41234,0.22038,0.0055409,5.21E-19,0.025243,0.046807,0.013094,2.60E-07,1.64E-07,-6.5805
0.26821,1.1906,0.28176,0.20656,0.027127,-8.569734125,0.27362,0.0081448,1.27E-07,8.50E-09,1.1906,0.26668,0.001523,1.39E-18,0.0074578,0.19656,0.010002,3.61E-06,9.55E-09,-6.998
0.059748,0.17577,0.021108,0.04991,0.013007,-9.029841666,0.019558,0.0015495,1.66E-07,1.16E-10,0.17577,0.059276,0.00047146,5.24E-18,0.005926,0.04484,0.0050603,8.86E-06,1.64E-09,-8.1025
0.04836,0.46407,0.087605,0.12322,0.0029721,-9.569062141,0.086994,0.00060985,8.99E-07,3.33E-11,0.46407,0.048313,4.74E-05,5.59E-18,0.0010142,0.12189,0.0013006,3.37E-05,1.27E-10,-8.2749
0.33223,1.0701,0.34725,0.04484,0.023152,-6.693040028,0.33615,0.011104,5.11E-08,3.62E-08,1.0701,0.33023,0.0019986,5.67E-19,0.0077017,0.042493,0.002347,2.36E-07,3.44E-08,-6.5056
0.32666,1.5369,0.20747,0.44334,0.04568,-6.228936235,0.20045,0.0070248,9.14E-09,7.01E-08,1.5369,0.32427,0.0023867,1.63E-19,0.0099922,0.41706,0.026276,9.24E-07,9.61E-08,-6.0072
0.22255,0.47277,0.0095678,0.16388,0.048339,-8.474864978,0.0085224,0.0010454,6.69E-09,7.49E-10,0.47277,0.21879,0.0037585,1.92E-18,0.017752,0.1381,0.025783,2.90E-06,2.93E-08,-7.1567
0.76955,1.0565,0.23364,0.17931,0.26949,-9.774856478,0.17168,0.061964,2.12E-06,2.42E-09,1.0565,0.71997,0.049577,1.00E-16,0.089664,0.11098,0.068282,5.38E-05,4.35E-09,-8.4259
0.12516,0.14681,0.060489,0.0073393,0.057001,-5.605626112,0.043438,0.01705,2.85E-09,1.62E-07,0.14681,0.12019,0.0049673,8.31E-20,0.032338,0.0046948,0.0026444,7.24E-09,1.07E-06,-6.003
0.67845,1.3084,0.38164,0.078248,0.14489,-8.303808808,0.32444,0.057197,2.19E-07,3.99E-08,1.3084,0.65553,0.022921,4.95E-18,0.046411,0.059883,0.018363,1.72E-06,3.64E-08,-7.1705
0.075897,0.24376,0.056052,0.036298,0.0084181,-6.634681437,0.053819,0.0022328,1.14E-08,6.45E-09,0.24376,0.07555,0.00034701,1.71E-19,0.0037825,0.034242,0.0020557,1.73E-07,3.56E-08,-6.527
0.56238,1.0091,0.18271,0.13361,0.092947,-5.201530365,0.16026,0.022445,2.49E-09,7.23E-07,1.0091,0.5486,0.013783,9.65E-20,0.031558,0.10845,0.025159,5.93E-08,1.46E-06,-5.5123
0.36916,0.52053,0.027944,0.16127,0.11353,-5.060185616,0.021902,0.0060416,3.11E-10,2.33E-07,0.52053,0.35462,0.014545,5.68E-20,0.044684,0.11302,0.048255,4.51E-08,3.58E-06,-5.4298
0.50465,1.3857,0.61321,0.06157,0.23425,-9.549958475,0.49212,0.12108,6.02E-06,4.50E-09,1.3857,0.47997,0.024673,6.48E-17,0.069663,0.042712,0.018833,2.51E-05,2.54E-09,-8.4364
0.45675,1.5203,0.2496,0.33392,0.051733,-5.161829248,0.23899,0.010609,2.46E-09,4.72E-07,1.5203,0.45258,0.0041674,5.15E-20,0.012447,0.30941,0.024508,1.50E-07,5.53E-07,-5.3594
0.14504,0.2484,0.013011,0.086853,0.048186,-9.540797798,0.010705,0.0023058,2.03E-07,7.34E-11,0.2484,0.14151,0.0035369,2.90E-17,0.021577,0.066056,0.020767,3.04E-05,2.10E-09,-8.4908
0.51972,0.38874,0.11778,0.0062307,0.1895,-7.148364999,0.073193,0.04459,5.39E-08,3.32E-08,0.38874,0.47655,0.043175,3.96E-18,0.098716,0.0032067,0.0030239,6.63E-08,1.53E-07,-7.1446
0.32592,0.50015,0.11262,0.029561,0.055066,-8.938839236,0.096337,0.016281,8.22E-07,1.07E-09,0.50015,0.31829,0.0076347,3.04E-17,0.025086,0.023491,0.0060646,5.42E-06,3.70E-09,-8.1968
0.16347,0.1785,0.047333,0.023725,0.06354,-6.718223073,0.034107,0.013226,1.38E-08,2.01E-08,0.1785,0.15676,0.0067047,6.76E-19,0.035086,0.0152,0.008524,1.46E-07,1.74E-07,-6.8059
0.25622,0.49572,0.011911,0.15065,0.042812,-6.23654203,0.010731,0.0011802,1.07E-09,6.65E-09,0.49572,0.25231,0.0039086,2.81E-19,0.016092,0.12902,0.021632,3.45E-07,2.07E-07,-6.2615
0.24073,0.45422,0.027849,0.17953,0.10063,-9.978879428,0.022328,0.005521,5.59E-07,1.23E-10,0.45422,0.23248,0.0082567,6.54E-17,0.037541,0.13012,0.049312,8.90E-05,1.84E-09,-8.667
0.64139,0.76733,0.14988,0.087118,0.17403,-7.377473553,0.1118,0.038078,3.34E-08,6.57E-08,0.76733,0.60634,0.03505,2.05E-18,0.069936,0.056154,0.030963,5.44E-07,1.95E-07,-6.7842
0.30742,0.45388,0.058643,0.099365,0.084778,-5.075833617,0.047108,0.011534,6.93E-10,4.39E-07,0.45388,0.29715,0.010268,4.90E-20,0.035955,0.072347,0.027018,2.87E-08,3.11E-06,-5.4321
0.56784,0.7008,0.053277,0.14802,0.13482,-6.355752623,0.041622,0.011655,5.71E-09,4.48E-08,0.7008,0.54322,0.024621,8.45E-19,0.052928,0.1024,0.045617,4.30E-07,3.61E-07,-6.4357
0.51995,1.2498,0.24869,0.20108,0.084842,-5.707864121,0.22673,0.02196,8.85E-09,2.69E-07,1.2498,0.51038,0.0095754,2.24E-19,0.024622,0.1724,0.028684,2.72E-07,3.61E-07,-5.9272
0.56098,1.0128,0.28667,0.15658,0.21731,-7.086177677,0.22164,0.065026,3.98E-08,1.77E-07,1.0128,0.5317,0.029282,1.08E-18,0.071081,0.10465,0.051924,7.15E-07,2.50E-07,-6.5842
0.20079,0.22649,0.036377,0.044247,0.067774,-9.394705169,0.026915,0.0094611,6.87E-07,2.23E-10,0.22649,0.1929,0.0078913,5.32E-17,0.035419,0.029226,0.015002,1.81E-05,2.54E-09,-8.6208
0.11176,0.15311,0.0053815,0.036202,0.020909,-8.423810983,0.0046047,0.00077673,1.42E-08,1.63E-10,0.15311,0.10999,0.0017713,3.47E-18,0.011389,0.029228,0.0069721,2.07E-06,9.43E-09,-7.6476
0.23144,0.68063,0.24326,0.027545,0.04621,-8.261751035,0.22189,0.021366,3.32E-07,7.60E-09,0.68063,0.22794,0.003498,3.87E-18,0.017705,0.023902,0.0036418,1.08E-06,1.15E-08,-7.4682
0.32305,0.75836,0.052476,0.24177,0.076585,-8.892605018,0.046684,0.0057917,5.57E-08,2.54E-09,0.75836,0.31657,0.0064777,4.29E-18,0.024241,0.20168,0.040074,7.53E-06,1.82E-08,-7.3781
0.22149,0.3627,0.026452,0.10509,0.06094,-5.045707013,0.021935,0.0045163,2.82E-10,2.03E-07,0.3627,0.2157,0.0057837,3.06E-20,0.025901,0.080358,0.024736,2.64E-08,3.01E-06,-5.352
0.48348,0.76295,0.13634,0.18024,0.17685,-6.121807021,0.10478,0.031563,1.15E-08,1.48E-07,0.76295,0.45984,0.023645,5.70E-19,0.062462,0.12106,0.059175,4.33E-07,4.70E-07,-6.3483
0.64362,0.87892,0.090866,0.20318,0.1764,-8.001890352,0.070838,0.020028,1.98E-08,3.62E-08,0.87892,0.61317,0.030448,1.95E-18,0.061516,0.13877,0.064403,1.32E-06,1.67E-07,-6.7639
0.32087,1.5975,0.33741,0.30481,0.0039108,-5.669044432,0.33635,0.0010606,8.33E-09,1.94E-08,1.5975,0.32066,0.00021414,8.73E-20,0.00090905,0.30308,0.001727,3.73E-07,1.56E-08,-5.7434
0.23898,0.4545,0.1476,0.024766,0.064606,-9.386293502,0.12355,0.024046,3.26E-06,5.12E-10,0.4545,0.2326,0.0063812,6.87E-17,0.028514,0.019088,0.0056645,1.35E-05,1.38E-09,-8.6846
0.1745,1.2673,0.27391,0.28554,0.013024,-8.052981012,0.27056,0.0033525,3.58E-08,1.21E-08,1.2673,0.17407,0.0004256,2.57E-19,0.0032376,0.27953,0.0060081,1.55E-06,1.33E-08,-6.4577
0.07986,0.19609,0.053427,0.03469,0.03,-5.817088041,0.0458,0.007626,3.38E-09,6.41E-08,0.19609,0.078458,0.0014023,6.13E-20,0.014264,0.027983,0.0067072,4.88E-08,4.07E-07,-6.0596
0.074017,0.17511,0.032087,0.03842,0.019959,-7.192107588,0.028502,0.003585,1.08E-08,5.99E-09,0.17511,0.073085,0.00093195,2.89E-19,0.0095973,0.032575,0.0058448,2.87E-07,5.86E-08,-6.7543
0.31752,0.36672,0.1429,0.020997,0.1393,-9.092429937,0.098317,0.044584,1.68E-06,1.46E-09,0.36672,0.29836,0.019152,5.72E-17,0.066974,0.012405,0.0085868,5.72E-06,4.96E-09,-8.4974
0.3134,0.42194,0.1166,0.08009,0.14242,-7.415742639,0.083486,0.033113,3.13E-08,4.90E-08,0.42194,0.29628,0.017119,1.25E-18,0.061836,0.049737,0.030353,5.14E-07,1.97E-07,-6.8451
0.28709,0.24414,0.0086088,0.063891,0.093975,-5.912478391,0.0059131,0.0026957,7.11E-10,1.33E-08,0.24414,0.27196,0.015129,3.57E-19,0.050471,0.038212,0.025678,1.14E-07,7.06E-07,-6.3068
0.41801,0.23873,0.07317,0.022215,0.18502,-7.092593507,0.042017,0.031152,2.73E-08,2.72E-08,0.23873,0.37936,0.038649,2.75E-18,0.10347,0.010464,0.011751,1.80E-07,2.14E-07,-7.07
0.15601,0.1218,0.037512,0.0047467,0.05936,-6.400874512,0.025201,0.012311,9.26E-09,2.12E-08,0.1218,0.14861,0.0074007,5.70E-19,0.037699,0.0027964,0.0019503,2.39E-08,2.35E-07,-6.7424
0.13387,0.2784,0.053575,0.075472,0.05678,-5.052303306,0.043804,0.0097712,6.13E-10,4.14E-07,0.2784,0.13031,0.0035527,1.99E-20,0.024773,0.056792,0.01868,1.97E-08,2.97E-06,-5.3727
0.17181,0.28304,0.053661,0.069348,0.067393,-7.242674398,0.042257,0.011404,1.42E-08,2.00E-08,0.28304,0.16626,0.0055479,6.12E-19,0.030666,0.049573,0.019775,4.15E-07,1.50E-07,-6.7561
0.42436,0.53952,0.059396,0.17337,0.17518,-5.356555667,0.042768,0.016628,1.40E-09,2.72E-07,0.53952,0.40013,0.024233,1.49E-19,0.068599,0.10764,0.065721,1.04E-07,2.15E-06,-5.8047
0.39347,0.57171,0.066656,0.14923,0.12677,-6.803553223,0.051861,0.014795,9.47E-09,4.38E-08,0.57171,0.3769,0.016567,7.78E-19,0.049347,0.10317,0.04606,5.47E-07,2.85E-07,-6.5472
0.063903,0.26327,0.050963,0.078237,0.029517,-8.664092775,0.045668,0.0052953,1.12E-07,1.30E-09,0.26327,0.063041,0.00086238,1.67E-18,0.012006,0.066879,0.011354,3.98E-06,8.81E-09,-7.6044
0.5441,0.25777,0.022495,0.0049974,0.17066,-8.934422697,0.012774,0.0097204,3.02E-07,2.32E-10,0.25777,0.49249,0.051611,1.30E-16,0.10665,0.0023203,0.0026757,1.45E-06,6.02E-09,-8.6325
0.33829,0.37543,0.038598,0.083774,0.1038,-9.526158015,0.028452,0.010145,5.56E-07,2.95E-10,0.37543,0.32266,0.015634,7.03E-17,0.04871,0.054431,0.029315,2.79E-05,3.42E-09,-8.5459
0.70333,1.0842,0.31805,0.084767,0.2124,-8.877636306,0.2452,0.072845,6.69E-07,1.29E-08,1.0842,0.66571,0.037621,2.04E-17,0.073471,0.056294,0.028467,5.99E-06,1.63E-08,-7.7687
0.11198,0.61524,0.1307,0.15937,0.038445,-7.151469913,0.12202,0.0086747,1.77E-08,3.23E-08,0.61524,0.11076,0.0012263,1.81E-19,0.012539,0.14337,0.016004,6.09E-07,8.94E-08,-6.4471
0.78485,1.0532,0.37482,0.13132,0.37198,-5.81690907,0.25384,0.12098,2.53E-08,5.75E-07,1.0532,0.71749,0.067365,7.98E-19,0.12423,0.071919,0.059405,2.99E-07,6.77E-07,-6.3375
0.13665,0.67837,0.071177,0.2039,0.0042148,-5.126476289,0.070672,0.00050421,6.60E-10,2.90E-08,0.67837,0.1365,0.00015365,1.44E-20,0.0012883,0.20163,0.0022685,5.60E-08,1.38E-07,-5.26
