Na,Cl,Ca,Mg,S(6),pH,m_Ca+2,m_CaSO4,m_CaOH+,m_CaHSO4+,m_Cl-,m_Na+,m_NaSO4-,m_NaOH,m_SO4-2,m_Mg+2,m_MgSO4,m_MgOH+,m_HSO4-,la_H+
0.062091,0.19483,0.033513,0.043632,0.010774,-8.987882301,0.031566,0.0019468,2.61E-07,1.48E-10,0.19483,0.061698,0.0003934,5.35E-18,0.0048967,0.040087,0.0035375,7.76E-06,1.33E-09,-8.0987
0.86985,0.99974,0.18499,0.1343,0.25435,-6.052006498,0.13364,0.051354,1.54E-08,2.18E-07,0.99974,0.81171,0.058136,1.05E-18,0.092067,0.081508,0.05279,3.52E-07,5.14E-07,-6.3908
0.19803,0.61295,0.11144,0.10752,0.011495,-7.466725301,0.10876,0.0026835,2.11E-08,7.55E-09,0.61295,0.19729,0.00073435,4.32E-19,0.0041051,0.10355,0.0039718,5.72E-07,2.34E-08,-6.5679
0.63916,0.98507,0.26642,0.084827,0.17829,-5.319440116,0.20915,0.057265,5.84E-09,1.01E-06,0.98507,0.60862,0.030534,1.92E-19,0.06385,0.058187,0.026639,5.92E-08,1.55E-06,-5.771
0.38493,1.3936,0.37638,0.29468,0.1667,-5.121418371,0.32669,0.049687,4.42E-09,1.69E-06,1.3936,0.37319,0.011737,5.59E-20,0.042464,0.23187,0.062808,1.47E-07,1.45E-06,-5.4776
0.09464,0.29763,0.05535,0.059062,0.012919,-6.97634273,0.052624,0.0027253,1.21E-08,7.10E-09,0.29763,0.094061,0.0005792,2.35E-19,0.0054459,0.054893,0.0041687,3.09E-07,4.18E-08,-6.5807
0.19695,0.20077,0.063048,0.021798,0.082938,-7.764400207,0.04366,0.019389,5.08E-08,1.00E-08,0.20077,0.18722,0.0097295,2.36E-18,0.045239,0.013217,0.0085805,3.74E-07,7.05E-08,-7.2811
0.6134,0.663,0.24926,0.016222,0.24068,-5.199458804,0.16651,0.08275,5.08E-09,1.40E-06,0.663,0.5655,0.0479,1.96E-19,0.10279,0.0089828,0.0072393,8.94E-09,2.78E-06,-5.7937
0.20446,1.3329,0.275,0.31374,0.024513,-9.668971427,0.26904,0.0059586,9.23E-07,8.16E-10,1.3329,0.20355,0.00090533,7.78E-18,0.0059359,0.30198,0.011713,4.52E-05,8.87E-10,-7.8754
0.58518,1.0252,0.028088,0.45593,0.26403,-5.499895339,0.021619,0.0064692,6.86E-10,9.92E-08,1.0252,0.55395,0.031236,1.98E-19,0.072934,0.30254,0.15339,3.68E-07,1.43E-06,-5.8322
0.73547,1.0783,0.12438,0.37749,0.33045,-7.962726361,0.090142,0.034234,1.57E-08,9.39E-08,1.0783,0.68502,0.050443,1.34E-18,0.096689,0.2284,0.14908,1.61E-06,3.17E-07,-6.5775
0.88011,0.63151,0.079184,0.067325,0.27081,-9.608771431,0.049159,0.030023,1.36E-06,5.59E-10,0.63151,0.79764,0.082475,2.50E-16,0.12487,0.033854,0.033441,3.02E-05,3.78E-09,-8.7505
0.8884,0.5196,0.10194,0.15065,0.43699,-7.050395246,0.055019,0.046916,1.68E-08,7.79E-08,0.5196,0.77246,0.11594,2.67E-18,0.18622,0.062746,0.087906,6.53E-07,4.63E-07,-6.8005
0.31062,0.51308,0.14129,0.043697,0.083756,-7.145392398,0.11509,0.026201,3.88E-08,4.28E-08,0.51308,0.30055,0.010063,1.14E-18,0.036133,0.032338,0.011359,3.04E-07,1.25E-07,-6.8024
0.26163,0.58014,0.043164,0.1609,0.044807,-7.328365086,0.03931,0.0038541,6.54E-09,1.27E-08,0.58014,0.25786,0.0037701,4.84E-19,0.015967,0.13968,0.021215,6.54E-07,1.09E-07,-6.4986
0.42566,0.66086,0.10215,0.16227,0.14683,-6.582409101,0.0794,0.022753,1.25E-08,7.61E-08,0.66086,0.40676,0.018901,7.28E-19,0.054339,0.11144,0.050833,5.39E-07,3.22E-07,-6.4959
0.17089,0.63264,0.168,0.1011,0.038226,-7.564437912,0.15609,0.011914,3.63E-08,2.76E-08,0.63264,0.16888,0.0020091,4.44E-19,0.013481,0.090274,0.010822,6.16E-07,5.97E-08,-6.6538
0.22162,0.26885,0.066829,0.024742,0.06796,-7.360358691,0.050563,0.016266,3.02E-08,1.62E-08,0.26885,0.21328,0.0083459,1.39E-18,0.035394,0.016787,0.007955,2.48E-07,1.00E-07,-7.0017
0.13423,0.16214,0.034868,0.025722,0.046636,-5.480126132,0.026421,0.0084474,1.16E-09,1.21E-07,0.16214,0.12991,0.0043269,5.96E-20,0.02578,0.017642,0.0080804,1.81E-08,1.31E-06,-5.8238
0.38782,0.70235,0.14547,0.1491,0.13731,-6.958059136,0.11612,0.029349,2.10E-08,8.50E-08,0.70235,0.37229,0.015532,7.64E-19,0.049454,0.10613,0.042974,6.01E-07,2.45E-07,-6.5589
0.83073,0.92586,0.30834,0.1243,0.38507,-6.146714501,0.19923,0.10911,3.25E-08,3.22E-07,0.92586,0.75183,0.078903,1.38E-18,0.13697,0.064214,0.060081,4.14E-07,4.97E-07,-6.5465
0.2219,0.87073,0.17535,0.1755,0.026425,-6.800409501,0.16884,0.0065028,1.78E-08,3.18E-08,0.87073,0.22044,0.0014618,2.63E-19,0.0081048,0.16514,0.010355,5.75E-07,6.21E-08,-6.3321
1.0245,0.65254,0.080152,0.044092,0.31024,-9.476056896,0.047663,0.032488,1.31E-06,6.00E-10,0.65254,0.91593,0.1086,2.85E-16,0.14593,0.020844,0.023229,1.92E-05,4.14E-09,-8.7545
0.28779,0.51009,0.13947,0.040025,0.068342,-7.236237228,0.11727,0.022193,4.14E-08,3.48E-08,0.51009,0.28008,0.0077089,1.11E-18,0.029416,0.031002,0.0090229,3.02E-07,9.96E-08,-6.8194
0.12769,0.22931,0.031709,0.049275,0.030174,-9.580895918,0.027365,0.0043431,8.68E-07,8.41E-11,0.22931,0.12549,0.0022022,4.25E-17,0.014432,0.040049,0.0091961,3.03E-05,9.11E-10,-8.7011
0.93392,1.0579,0.23337,0.13861,0.30998,-9.520576454,0.16291,0.070458,1.48E-06,3.72E-09,1.0579,0.86217,0.071741,8.77E-17,0.10883,0.079625,0.058952,2.87E-05,7.00E-09,-8.2933
0.55943,1.334,0.27676,0.34658,0.23607,-5.781314951,0.22587,0.050891,1.16E-08,4.60E-07,1.334,0.53482,0.024609,3.04E-19,0.061836,0.24784,0.098734,5.75E-07,5.82E-07,-6.0544
0.77696,0.67013,0.13106,0.0044771,0.18895,-8.42848981,0.089622,0.041441,4.78E-07,4.05E-09,0.67013,0.72185,0.055105,4.36E-17,0.0905,0.0025716,0.0019051,4.29E-07,1.51E-08,-8.0301
0.95003,0.83985,0.01076,0.2741,0.33995,-9.639107885,0.007016,0.0037443,5.55E-08,2.34E-10,0.83985,0.86594,0.084098,7.75E-17,0.12308,0.14503,0.12902,4.13E-05,1.07E-08,-8.2238
1.1234,0.72325,0.26789,0.032127,0.50008,-8.460783822,0.14635,0.12155,4.19E-07,2.05E-08,0.72325,0.9698,0.15358,3.12E-17,0.20614,0.0133,0.018825,1.49E-06,4.33E-08,-7.7903
0.45207,0.99823,0.23365,0.18916,0.14973,-5.971166597,0.19463,0.039026,1.49E-08,2.51E-07,0.99823,0.43599,0.016083,3.78E-19,0.04706,0.1416,0.047562,3.99E-07,4.11E-07,-6.2104
0.57218,0.4677,0.17348,0.030369,0.25608,-7.231257756,0.1056,0.067872,5.93E-08,6.41E-08,0.4677,0.51873,0.053449,3.30E-18,0.11943,0.015041,0.015328,2.55E-07,2.04E-07,-7.0443
0.72884,0.87856,0.25864,0.12553,0.30931,-8.588646748,0.17561,0.083024,2.27E-07,3.16E-08,0.87856,0.67019,0.058655,9.77E-18,0.11206,0.069961,0.055569,3.35E-06,5.70E-08,-7.4387
0.49064,1.2313,0.14223,0.37835,0.15027,-9.451797303,0.12354,0.018692,2.76E-07,3.98E-09,1.2313,0.47653,0.014114,1.19E-17,0.039074,0.29993,0.078387,2.77E-05,9.70E-09,-7.6864
0.68451,0.87554,0.14281,0.19941,0.24671,-8.7312386,0.10346,0.039346,1.20E-07,1.69E-08,0.87554,0.64061,0.043896,8.42E-18,0.086307,0.12225,0.077155,5.04E-06,5.27E-08,-7.3873
0.097002,0.32333,0.063746,0.072393,0.022972,-5.864053049,0.058921,0.0048251,3.77E-09,4.45E-08,0.32333,0.096027,0.00097478,6.73E-20,0.0093519,0.064572,0.0078202,1.03E-07,2.39E-07,-6.0361
1.1145,0.87722,0.15272,0.089003,0.36038,-6.521441333,0.095295,0.057426,2.26E-08,1.18E-07,0.87722,1.0016,0.11289,2.68E-18,0.14517,0.044119,0.044884,3.95E-07,3.89E-07,-6.7061
0.64349,0.67151,0.14638,0.014326,0.1467,-5.992941032,0.10777,0.038607,1.48E-08,1.49E-07,0.67151,0.60824,0.035248,9.44E-19,0.067645,0.0091265,0.0051999,3.82E-08,4.63E-07,-6.4348
0.362,0.20729,0.004685,0.082292,0.16433,-5.149918033,0.0027395,0.0019454,8.04E-11,3.83E-08,0.20729,0.33135,0.030647,1.08E-19,0.089353,0.039914,0.042379,3.00E-08,4.54E-06,-5.7112
0.68584,0.71667,0.085808,0.20795,0.27834,-5.089809255,0.057621,0.028186,1.14E-09,7.28E-07,0.71667,0.63221,0.053627,1.41E-19,0.10418,0.11561,0.092339,7.62E-08,4.16E-06,-5.6084
0.43729,0.70373,0.23649,0.067815,0.17109,-9.328529081,0.17805,0.058444,1.98E-06,2.73E-09,0.70373,0.41442,0.022869,5.23E-17,0.066305,0.044328,0.023471,1.58E-05,5.10E-09,-8.3517
0.80023,1.0808,0.2231,0.20395,0.28678,-9.85369942,0.16266,0.060445,2.14E-06,2.20E-09,1.0808,0.7468,0.053432,1.10E-16,0.09361,0.12459,0.07929,6.55E-05,4.14E-09,-8.4557
0.45748,1.012,0.10532,0.31938,0.14747,-9.844078959,0.089191,0.016131,6.72E-07,1.06E-09,1.012,0.44276,0.01472,3.77E-17,0.042391,0.24509,0.074227,6.77E-05,3.78E-09,-8.2023
0.19571,0.65647,0.16332,0.067772,0.00071001,-8.760718368,0.16307,0.00024557,3.91E-07,5.54E-11,0.65647,0.19566,4.53E-05,5.31E-18,0.00025985,0.067609,0.00015925,4.70E-06,1.15E-10,-7.6645
0.37074,0.86223,0.086814,0.27988,0.12095,-6.377368878,0.074178,0.012636,6.76E-09,7.06E-08,0.86223,0.36004,0.010692,3.72E-19,0.036607,0.21887,0.06101,6.72E-07,3.13E-07,-6.2732
0.56214,0.84918,0.31636,0.053123,0.22596,-8.885020118,0.23048,0.085873,1.02E-06,9.67E-09,0.84918,0.5268,0.035339,2.65E-17,0.084457,0.032827,0.020291,5.16E-06,1.36E-08,-7.9682
0.58212,0.5846,0.084755,0.12416,0.20768,-5.346762327,0.057838,0.026917,2.07E-09,3.97E-07,0.5846,0.54149,0.040629,2.20E-19,0.087352,0.071386,0.052778,7.79E-08,2.31E-06,-5.8516
0.78612,1.1861,0.27403,0.21437,0.28839,-9.899336776,0.20438,0.069639,2.63E-06,2.55E-09,1.1861,0.73646,0.049658,1.06E-16,0.089407,0.13461,0.079685,7.32E-05,3.71E-09,-8.4504
0.72373,0.80687,0.070604,0.19861,0.22764,-7.190830919,0.050757,0.019847,9.53E-09,5.36E-08,0.80687,0.67753,0.046205,1.44E-18,0.084086,0.1211,0.077504,7.66E-07,3.47E-07,-6.5889
0.11274,0.16839,0.034764,0.023314,0.030255,-7.603859333,0.028647,0.006117,2.32E-08,4.79E-09,0.16839,0.11035,0.0023897,9.31E-19,0.016305,0.01787,0.0054436,3.37E-07,4.66E-08,-7.0838
0.56555,0.37407,0.010348,0.17396,0.28005,-6.76901564,0.0059945,0.0043535,1.53E-09,9.21E-09,0.37407,0.50853,0.057026,1.47E-18,0.12611,0.081394,0.092565,6.04E-07,5.18E-07,-6.693
0.52209,1.0453,0.097406,0.27719,0.11299,-8.61685584,0.085137,0.012269,4.34E-08,1.19E-08,1.0453,0.50868,0.013411,2.93E-18,0.033522,0.2234,0.053792,4.14E-06,4.47E-08,-7.0323
0.43714,0.7373,0.10574,0.15203,0.10769,-9.764935228,0.088026,0.017715,1.30E-06,6.28E-10,0.7373,0.42316,0.01398,7.10E-17,0.038999,0.11498,0.036996,5.29E-05,2.39E-09,-8.4709
0.38421,0.59855,0.1813,0.10343,0.17756,-8.576214656,0.13263,0.048667,2.11E-07,1.62E-08,0.59855,0.36269,0.021523,6.53E-18,0.069256,0.06531,0.038112,3.17E-06,4.11E-08,-7.4976
0.67161,0.30011,0.068204,0.041976,0.29593,-7.529542755,0.035931,0.032273,2.67E-08,2.34E-08,0.30011,0.58954,0.08207,4.96E-18,0.15704,0.017431,0.024546,3.79E-07,2.19E-07,-7.1588
0.78481,0.84306,0.25036,0.050365,0.27159,-5.390665085,0.17025,0.080106,7.39E-09,9.17E-07,0.84306,0.72316,0.061642,3.55E-19,0.10773,0.028252,0.022113,4.39E-08,1.73E-06,-5.9611
0.17459,0.50766,0.091296,0.15613,0.080887,-7.881790611,0.077469,0.013827,2.30E-08,2.56E-08,0.50766,0.17009,0.0045029,5.69E-19,0.02878,0.12235,0.033777,1.02E-06,1.11E-07,-6.7479
0.30052,0.38007,0.10304,0.054863,0.11813,-9.690803308,0.074666,0.028372,2.87E-06,4.16E-10,0.38007,0.2854,0.015125,1.23E-16,0.054558,0.03475,0.020078,3.56E-05,1.85E-09,-8.8454
0.067853,0.18742,0.030441,0.039264,0.0099233,-6.143454487,0.028699,0.0017415,3.34E-09,9.49E-09,0.18742,0.067438,0.00041522,8.17E-20,0.0046381,0.036136,0.0031284,9.77E-08,9.23E-08,-6.2409
0.13159,0.20141,0.035007,0.027276,0.02737,-9.626060138,0.029822,0.0051842,1.66E-06,5.80E-11,0.20141,0.12922,0.0023695,7.59E-17,0.014375,0.021806,0.0054413,2.86E-05,5.59E-10,-8.9331
0.51683,1.4665,0.37167,0.16384,0.060688,-7.04940897,0.35022,0.021455,3.69E-08,9.42E-08,1.4665,0.51044,0.0063898,5.97E-19,0.016827,0.14782,0.016017,7.07E-07,7.69E-08,-6.3676
0.94437,0.77083,0.26683,0.013621,0.36722,-7.15253514,0.16153,0.1053,9.35E-08,8.95E-08,0.77083,0.84306,0.10131,5.51E-18,0.1535,0.0065075,0.0071131,1.39E-07,1.76E-07,-7.0897
0.2787,0.51327,0.10569,0.11196,0.10036,-9.041723954,0.085048,0.020639,3.54E-07,2.72E-09,0.51327,0.26898,0.0097207,1.26E-17,0.039423,0.081372,0.030579,9.53E-06,1.08E-08,-7.8967
0.37472,1.5107,0.34046,0.3131,0.085568,-7.289573083,0.31737,0.023089,2.58E-08,1.29E-07,1.5107,0.3691,0.0056269,3.31E-19,0.020681,0.27693,0.036171,1.09E-06,1.12E-07,-6.259
0.36933,0.38195,0.040783,0.12437,0.15884,-8.598885136,0.027755,0.013029,4.97E-08,4.06E-09,0.38195,0.34611,0.02322,6.95E-18,0.070599,0.07237,0.051993,3.52E-06,4.89E-08,-7.5201
0.92613,0.75113,0.10193,0.10948,0.29892,-5.47771422,0.065064,0.03687,3.33E-09,3.62E-07,0.75113,0.84174,0.084392,4.88E-19,0.12481,0.056638,0.052845,9.98E-08,1.82E-06,-6.0281
0.75355,1.084,0.2327,0.1871,0.25455,-7.755888629,0.1745,0.0582,3.93E-08,1.24E-07,1.084,0.70834,0.045213,1.79E-18,0.083251,0.11922,0.067886,1.06E-06,2.19E-07,-6.687
0.14248,0.30004,0.092166,0.0037759,0.017159,-6.54817723,0.08523,0.0069356,2.30E-08,1.54E-08,0.30004,0.14112,0.0013579,4.14E-19,0.0084636,0.0033737,0.00040214,2.23E-08,5.58E-08,-6.6497
0.95761,0.95021,0.1738,0.16027,0.33776,-6.917019787,0.11562,0.058174,2.37E-08,1.38E-07,0.95021,0.87461,0.083002,2.02E-18,0.12281,0.086498,0.073773,6.80E-07,3.71E-07,-6.6439
0.31279,0.46671,0.068015,0.11062,0.10168,-7.739258277,0.053322,0.014693,1.93E-08,2.26E-08,0.46671,0.30083,0.011955,1.22E-18,0.042159,0.077752,0.032871,7.69E-07,1.42E-07,-6.8276
0.54799,0.82983,0.102,0.20412,0.1652,-6.956411826,0.080389,0.021608,1.22E-08,7.25E-08,0.82983,0.52364,0.02435,9.02E-19,0.057019,0.1419,0.062218,7.19E-07,2.98E-07,-6.4947
0.13392,0.36901,0.10612,0.05817,0.046749,-6.752427564,0.092207,0.013917,2.11E-08,3.51E-08,0.36901,0.13131,0.0026152,3.33E-19,0.01948,0.047433,0.010737,2.80E-07,1.24E-07,-6.6057
0.23391,0.26785,0.061357,0.013863,0.058253,-8.249484586,0.047218,0.014139,1.60E-07,2.49E-09,0.26785,0.22583,0.0080807,8.32E-18,0.031802,0.0096295,0.0042323,8.00E-07,1.64E-08,-7.7511
0.41061,1.5605,0.54336,0.10897,0.077389,-7.264751988,0.50617,0.03719,6.90E-08,1.23E-07,1.5605,0.40432,0.0062844,6.06E-19,0.02115,0.096204,0.012764,6.49E-07,6.62E-08,-6.4846
0.21303,0.37721,0.0025293,0.13729,0.057728,-9.009380458,0.0021418,0.00038749,7.28E-09,6.57E-11,0.37721,0.20809,0.0049433,7.84E-18,0.023127,0.10801,0.02927,9.43E-06,9.99E-09,-7.777
0.15229,0.35026,0.054054,0.073836,0.028905,-8.907400726,0.049021,0.0050329,2.08E-07,6.93E-10,0.35026,0.15034,0.0019489,7.03E-18,0.012157,0.064063,0.0097655,6.85E-06,4.52E-09,-7.8638
0.30492,0.49554,0.10984,0.10447,0.11901,-6.73562652,0.084748,0.025096,1.82E-08,6.41E-08,0.49554,0.29203,0.012888,7.07E-19,0.048171,0.071621,0.03285,4.32E-07,2.55E-07,-6.6089
0.1445,0.33729,0.062921,0.060114,0.026641,-7.199533435,0.057231,0.0056895,1.58E-08,1.21E-08,0.33729,0.14273,0.0017682,4.34E-19,0.011471,0.052401,0.0077126,3.63E-07,6.72E-08,-6.6741
0.33888,0.63923,0.096341,0.089497,0.035662,-9.091531701,0.088987,0.0073538,4.17E-07,8.53E-10,0.63923,0.33468,0.004198,1.77E-17,0.013906,0.079282,0.010204,1.06E-05,3.23E-09,-7.953
0.20922,0.40781,0.032806,0.076446,0.009959,-6.122460619,0.031713,0.0010927,2.81E-09,7.17E-09,0.40781,0.2083,0.00092105,2.04E-19,0.004212,0.072712,0.0037332,1.63E-07,7.29E-08,-6.1872
0.42013,0.90909,0.27803,0.10998,0.14353,-6.684281423,0.22833,0.049699,3.87E-08,1.47E-07,0.90909,0.40437,0.015767,7.76E-19,0.048935,0.080847,0.029129,4.81E-07,2.09E-07,-6.5487
0.26531,0.32165,0.062066,0.096481,0.13037,-7.480778722,0.043312,0.018754,1.65E-08,2.81E-08,0.32165,0.25061,0.014699,1.06E-18,0.058789,0.058349,0.038131,5.81E-07,2.14E-07,-6.8339
0.27961,0.52011,0.014184,0.14052,0.03445,-7.652785569,0.01303,0.0011535,2.95E-09,2.85E-09,0.52011,0.27614,0.003464,7.00E-19,0.013101,0.12378,0.016732,7.56E-07,7.31E-08,-6.6197
0.36787,0.34046,0.099269,0.020382,0.13336,-8.451653877,0.06667,0.032599,2.88E-07,4.26E-09,0.34046,0.34461,0.023258,1.66E-17,0.068824,0.011703,0.0086772,1.34E-06,2.12E-08,-7.8944
0.3285,1.6706,0.42399,0.3134,0.06633,-9.719261013,0.40337,0.020611,1.34E-06,2.75E-09,1.6706,0.32489,0.0036073,1.18E-17,0.015223,0.28646,0.026889,5.06E-05,1.77E-09,-7.8752
0.065681,0.51826,0.098688,0.1372,0.0096021,-5.843061567,0.096699,0.0019892,4.55E-09,2.35E-08,0.51826,0.065485,0.00019624,3.47E-20,0.0032071,0.13299,0.0042095,1.73E-07,8.14E-08,-5.9433
0.23113,0.56104,0.14342,0.069863,0.04833,-7.400072855,0.12852,0.014903,3.53E-08,2.98E-08,0.56104,0.2272,0.0039263,7.03E-19,0.018863,0.059225,0.010637,4.57E-07,7.81E-08,-6.7155
0.71662,0.59645,0.016946,0.24309,0.32012,-9.968519288,0.010507,0.0064386,2.31E-07,1.51E-10,0.59645,0.64924,0.067372,1.62E-16,0.12534,0.12204,0.12097,8.69E-05,4.77E-09,-8.6513
0.11754,1.7569,0.43645,0.38604,0.0028105,-7.233545507,0.43563,0.00082349,2.38E-08,6.58E-09,1.7569,0.11749,4.94E-05,6.94E-20,0.00057991,0.38469,0.0013577,1.20E-06,3.75E-09,-6.0931
0.12151,0.12741,0.054824,0.005006,0.05688,-8.148749969,0.038374,0.016449,1.68E-07,2.37E-09,0.12741,0.1164,0.0051122,5.32E-18,0.033417,0.0031044,0.0019014,3.17E-07,1.74E-08,-7.8193
0.22656,0.65702,0.14403,0.14105,0.06985,-9.82245772,0.12727,0.016761,2.17E-06,5.23E-10,0.65702,0.22191,0.0046493,4.30E-17,0.024138,0.11669,0.024302,5.98E-05,1.39E-09,-8.525
0.67695,1.1305,0.13045,0.24534,0.14903,-9.973178285,0.10974,0.020707,1.39E-06,7.96E-10,1.1305,0.65377,0.023182,9.33E-17,0.045793,0.1859,0.059351,8.97E-05,2.27E-09,-8.4334
0.23791,0.3303,0.090537,0.043022,0.087365,-5.479914065,0.068376,0.022161,3.02E-09,2.90E-07,0.3303,0.2282,0.0097114,1.12E-19,0.04143,0.028961,0.014061,3.28E-08,1.38E-06,-5.8902
1.0988,0.60128,0.13123,0.039896,0.41988,-6.091986829,0.071219,0.060015,1.59E-08,1.34E-07,0.60128,0.9538,0.14499,2.41E-18,0.19161,0.016629,0.023267,1.32E-07,6.05E-07,-6.6724
0.046095,0.36012,0.082559,0.075565,0.0011084,-9.555342731,0.082273,0.00028396,1.33E-06,1.03E-11,0.36012,0.046074,2.03E-05,8.21E-18,0.00041809,0.075148,0.00038608,3.08E-05,4.01E-11,-8.4463
0.42923,0.22064,0.011,0.034157,0.14945,-6.495897071,0.0064082,0.0045915,2.44E-09,6.97E-09,0.22064,0.39253,0.0367,1.65E-18,0.09049,0.016487,0.01767,1.60E-07,3.53E-07,-6.8243
0.85232,1.0297,0.21014,0.19992,0.32137,-5.654402628,0.14678,0.063358,9.13E-09,4.89E-07,1.0297,0.78719,0.065135,5.50E-19,0.10801,0.11505,0.084861,2.83E-07,1.02E-06,-6.1292
0.21049,0.10606,0.011505,0.002816,0.066538,-9.160943396,0.0070913,0.0044128,3.95E-07,5.00E-11,0.10606,0.19791,0.012581,1.15E-16,0.04822,0.0014899,0.0013241,1.94E-06,1.98E-09,-8.924
0.49965,0.97807,0.29202,0.15961,0.21241,-6.0605064,0.22654,0.065479,2.38E-08,3.06E-07,0.97807,0.47413,0.025518,5.61E-19,0.069146,0.10734,0.052267,4.22E-07,4.26E-07,-6.3486
0.16606,0.26778,0.046609,0.047037,0.042788,-9.853488789,0.038838,0.0077693,2.40E-06,7.56E-11,0.26778,0.16225,0.0038155,1.08E-16,0.020565,0.036345,0.010638,5.46E-05,6.00E-10,-9.0068
0.23167,0.31646,0.089285,0.028809,0.0757,-6.03648842,0.068449,0.020836,9.63E-09,8.61E-08,0.31646,0.22297,0.008705,3.46E-19,0.03717,0.01982,0.0089889,7.07E-08,4.06E-07,-6.3879
0.28993,0.21092,0.010715,0.01732,0.067543,-6.719843077,0.0073969,0.0033185,3.33E-09,4.48E-09,0.21092,0.27584,0.014094,1.33E-18,0.043292,0.010481,0.0068389,1.13E-07,1.83E-07,-6.8611
0.19515,0.23851,0.084339,0.023303,0.085962,-7.590896005,0.06028,0.024058,5.00E-08,1.72E-08,0.23851,0.18608,0.0090649,1.68E-18,0.044207,0.014671,0.0086317,3.01E-07,8.98E-08,-7.1448
0.11615,0.2312,0.048121,0.012039,0.0026316,-9.283208765,0.047333,0.00078691,1.67E-06,1.39E-11,0.2312,0.11594,0.0002024,4.32E-17,0.0013621,0.011749,0.00028017,9.76E-06,8.41E-11,-8.7343
0.50925,0.61221,0.02563,0.19735,0.1715,-7.148004602,0.018869,0.0067608,3.59E-09,1.89E-08,0.61221,0.48175,0.0275,1.04E-18,0.065839,0.12595,0.071397,7.19E-07,3.37E-07,-6.5732
0.38976,0.43151,0.01628,0.14476,0.14016,-8.681575366,0.011682,0.0045979,2.07E-08,1.44E-09,0.43151,0.36884,0.020923,7.36E-18,0.060146,0.090259,0.054497,4.39E-06,4.12E-08,-7.519
0.4384,1.3009,0.33746,0.14627,0.052467,-6.935037351,0.31873,0.018725,3.55E-08,8.00E-08,1.3009,0.4334,0.0050006,5.40E-19,0.015245,0.13277,0.013497,6.14E-07,7.53E-08,-6.384
0.68319,0.88451,0.31155,0.10526,0.31615,-8.51584133,0.21134,0.10022,2.63E-07,3.94E-08,0.88451,0.6277,0.055498,8.81E-18,0.11368,0.058495,0.04676,2.74E-06,5.88E-08,-7.4237
0.88734,0.90638,0.2689,0.043228,0.30261,-9.386573973,0.17966,0.089237,3.09E-06,2.54E-09,0.90638,0.81229,0.075052,1.58E-16,0.11864,0.023532,0.019681,1.52E-05,4.46E-09,-8.5649
0.74861,0.90295,0.29012,0.021469,0.23442,-6.83918994,0.20734,0.082786,7.63E-08,1.12E-07,0.90295,0.69784,0.050772,2.90E-18,0.092282,0.012887,0.0085821,1.71E-07,1.72E-07,-6.8901
0.62422,0.686,0.23353,0.10882,0.31146,-8.401437546,0.15029,0.083241,1.67E-07,3.80E-08,0.686,0.56877,0.055444,7.15E-18,0.12093,0.056975,0.051843,2.16E-06,8.26E-08,-7.3615
0.060627,0.18777,0.038672,0.037977,0.013075,-6.240300161,0.0359,0.0027714,5.07E-09,1.24E-08,0.18777,0.06015,0.00047709,8.88E-20,0.0060525,0.034203,0.0037743,1.13E-07,9.72E-08,-6.3287
0.64549,1.2517,0.079815,0.3331,0.10979,-5.972339449,0.071294,0.0085214,3.67E-09,7.93E-08,1.2517,0.63096,0.014527,3.65E-19,0.03013,0.27649,0.056608,5.69E-07,3.41E-07,-6.0472
0.28373,0.47352,0.12404,0.023289,0.052434,-7.592000095,0.1065,0.017537,6.53E-08,1.61E-08,0.47352,0.27733,0.0063959,1.90E-18,0.023834,0.018621,0.0046671,3.06E-07,5.02E-08,-7.0499
0.20207,0.65601,0.13499,0.16383,0.071855,-9.264707408,0.1194,0.015591,4.92E-07,2.02E-09,0.65601,0.19795,0.0041257,9.24E-18,0.024076,0.13575,0.028063,1.68E-05,5.69E-09,-7.9077
0.14006,0.28424,0.028403,0.079982,0.036297,-8.862542312,0.02471,0.0036929,9.70E-08,5.62E-10,0.28424,0.13761,0.0024499,5.87E-18,0.015774,0.065595,0.014381,6.31E-06,7.07E-09,-7.8139
0.25372,0.35241,0.064954,0.062514,0.078127,-8.401889675,0.050663,0.01429,9.10E-08,4.58E-09,0.35241,0.24465,0.0090776,4.87E-18,0.036186,0.043939,0.018573,2.03E-06,2.95E-08,-7.5005
0.33725,0.32427,0.020055,0.087896,0.11444,-7.771128583,0.014036,0.0060189,7.37E-09,6.58E-09,0.32427,0.31911,0.018143,1.86E-18,0.055854,0.05347,0.034425,7.25E-07,1.53E-07,-6.9687
0.1741,0.13108,0.039833,0.010389,0.071731,-6.804717619,0.026082,0.013751,1.51E-08,1.48E-08,0.13108,0.16486,0.0092374,1.01E-18,0.044264,0.0059108,0.0044786,8.06E-08,1.64E-07,-6.9514
0.85314,1.0458,0.31115,0.096784,0.31163,-6.538377903,0.21685,0.094301,4.46E-08,2.19E-07,1.0458,0.78708,0.066055,1.82E-18,0.10993,0.055444,0.041339,4.57E-07,3.09E-07,-6.6492
0.51402,1.4676,0.21674,0.42506,0.16502,-5.685833693,0.19023,0.026509,6.61E-09,3.48E-07,1.4676,0.49953,0.014487,1.92E-19,0.039249,0.34028,0.084778,5.61E-07,5.10E-07,-5.889
