official_n,test_type,latitude,longitude,x,y,geologic_unit,geologic_ID,cohesion,friction_angle,Vs30_Mean,slope_angle,aspect,elevation,flowline_curvature,general_curvature,plan_curvature,profile_curvature,total_curvature
CGC_374C-060_B2,Direct Shear,34.041904,-118.656834,347062,3768040,Tss,15,33.6,13,468.4,3.21717453,135.8148804,93.71347046,2.22915E-06,0.012412771,0.055354021,0.00308036,2.02553E-05
CGC_458C-012_TP2,Direct Shear,34.108007,-118.633692,349316,3775337,Tss,15,14.4,37,468.4,41.17187881,153.2833405,334.4755249,0.011929576,-0.08357387,-0.010715836,-0.013825495,0.001625103
CGC_566C-032_B10,Direct Shear,34.043343,-118.667204,346107,3768215,Tv,16,81.6,30,518.9,21.6560154,60.18247986,130.5703125,0.000600439,-0.00937724,-0.001612141,-0.003250313,0.00004581
CGC_566C-032_B10,Direct Shear,34.043343,-118.667204,346107,3768215,Tv,16,62.4,41,518.9,21.6560154,60.18247986,130.5703125,0.000600439,-0.00937724,-0.001612141,-0.003250313,0.00004581
CGC_566C-032_B6,Direct Shear,34.046491,-118.673524,345530,3768574,Tv,16,40.8,54,518.9,23.40667725,149.9906769,126.6813354,-0.001327977,-0.028144902,0.001496198,-0.011376938,0.000317552
CGC_566C-032_B8,Direct Shear,34.042385,-118.668071,346026,3768110,Tv,16,36,38,518.9,21.40899658,193.6413269,127.8072205,-0.000983923,0.001353908,0.021961272,-0.006401985,0.000219017
CGC_566C-032_B8,Direct Shear,34.042385,-118.668071,346026,3768110,Tv,16,91.2,44,518.9,21.40899658,193.6413269,127.8072205,-0.000983923,0.001353908,0.021961272,-0.006401985,0.000219017
CGC_566C-032_B8,Direct Shear,34.042385,-118.668071,346026,3768110,Tv,16,69.6,30,518.9,21.40899658,193.6413269,127.8072205,-0.000983923,0.001353908,0.021961272,-0.006401985,0.000219017
CGC_566C-032_B8,Direct Shear,34.042385,-118.668071,346026,3768110,Tv,16,69.6,30,518.9,21.40899658,193.6413269,127.8072205,-0.000983923,0.001353908,0.021961272,-0.006401985,0.000219017
CGC_566C-032_B9,Direct Shear,34.042542,-118.667467,346082,3768127,Tv,16,36,38,518.9,18.36356163,149.9639435,131.3013153,-2.34424E-05,0.013499035,0.015664566,0.001324779,2.95304E-05
CGC_566C-032_B9,Direct Shear,34.042542,-118.667467,346082,3768127,Tv,16,26.4,22,518.9,18.36356163,149.9639435,131.3013153,-2.34424E-05,0.013499035,0.015664566,0.001324779,2.95304E-05
CGC_566C-032_T3,Direct Shear,34.04363,-118.668603,345979,3768249,Tv,16,14.4,23,518.9,11.32049465,107.2435837,165.3916016,0.000179269,0.011156309,0.032807626,-0.000933015,8.41338E-05
CGC_566C-032_T3,Direct Shear,34.04363,-118.668603,345979,3768249,Tv,16,24,37,518.9,11.32049465,107.2435837,165.3916016,0.000179269,0.011156309,0.032807626,-0.000933015,8.41338E-05
CGC_566C-032_T4,Direct Shear,34.043368,-118.667743,346058,3768219,Tv,16,43.2,16,518.9,18.54977036,73.75339508,146.3019409,0.000589631,0.026418393,0.013663553,0.00734871,0.00015024
CGC_625C-052_B1,Direct Shear,34.032306,-118.725378,340716,3767080,Tsh,14,28.8,16,385.1,8.020943642,188.940506,10.08298016,3.34649E-06,-0.000304083,-0.001732366,8.93967E-05,1.24875E-07
CGC_625C-052_B1,Direct Shear,34.032306,-118.725378,340716,3767080,Tsh,14,21.6,15,385.1,8.020943642,188.940506,10.08298016,3.34649E-06,-0.000304083,-0.001732366,8.93967E-05,1.24875E-07
CGC_625C-052_B1,Direct Shear,34.032306,-118.725378,340716,3767080,Tsh,14,27.36,20,385.1,8.020943642,188.940506,10.08298016,3.34649E-06,-0.000304083,-0.001732366,8.93967E-05,1.24875E-07
CGC_631C-036_TP1,Direct Shear,34.052859,-118.87436,327003,3769602,Tss,15,21.6,26,468.4,30.23898125,148.0588074,329.1759949,0.005090122,0.073502824,0.050336786,0.004777375,0.00136466
CGC_631C-036_TP1,Direct Shear,34.052859,-118.87436,327003,3769602,Tss,15,27.84,34,468.4,30.23898125,148.0588074,329.1759949,0.005090122,0.073502824,0.050336786,0.004777375,0.00136466
CGC_631C-036_TP4,Direct Shear,34.05286,-118.874197,327018,3769602,Tss,15,27.84,35,468.4,27.744627,103.7281342,318.2307129,0.007865974,-0.142521769,-0.048803307,-0.031604294,0.004353935
CGC_631C-036_TP6,Direct Shear,34.052861,-118.874035,327033,3769601,Tss,15,14.4,27,468.4,17.05684662,56.50431061,314.7782288,0.000204487,-0.125905111,-0.198312119,-0.001841227,0.00371603
CGC_631C-107_TP1,Direct Shear,34.053437,-118.874787,326964,3769667,Tss,15,27.84,34,468.4,5.725063801,245.4030609,350.6724243,4.31005E-05,0.013368215,-0.031744216,0.009719718,0.000144255
CGC_683C-122_1,Direct Shear,34.114758,-118.584206,353892,3776013,Tss,15,9.6,25,468.4,9.656682014,337.8027954,328.2968445,-0.000124672,0.01981972,0.04999293,0.001344497,0.000111415
CGC_683C-122_1,Direct Shear,34.114758,-118.584206,353892,3776013,Tss,15,24,30,468.4,9.656682014,337.8027954,328.2968445,-0.000124672,0.01981972,0.04999293,0.001344497,0.000111415
CGC_683C-122_1,Direct Shear,34.114758,-118.584206,353892,3776013,Tss,15,48,14,468.4,9.656682014,337.8027954,328.2968445,-0.000124672,0.01981972,0.04999293,0.001344497,0.000111415
CGC_843C-064_B1,Direct Shear,34.039251,-118.635864,348993,3767715,Qoa,10,23.04,33,386.6,17.96916389,207.6013947,74.4347229,0.000813091,0.046053063,-0.034597039,0.02947622,0.00141828
CGC_843C-064_B1,Direct Shear,34.039251,-118.635864,348993,3767715,Qoa,10,36,30,386.6,17.96916389,207.6013947,74.4347229,0.000813091,0.046053063,-0.034597039,0.02947622,0.00141828
CGC_932C-015_B1,Direct Shear,34.065002,-118.644825,348212,3770584,Tss,15,74.4,42,468.4,19.77543259,167.6085968,428.5968323,-0.001384175,0.149911031,0.020168087,0.056418452,0.004865771
CGC_932C-015_B1,Direct Shear,34.065002,-118.644825,348212,3770584,Tss,15,50.4,45,468.4,19.77543259,167.6085968,428.5968323,-0.001384175,0.149911031,0.020168087,0.056418452,0.004865771
CGC_998C-065_TP2,Direct Shear,34.043709,-118.647325,347943,3768226,Tv,16,25.2,39,518.9,9.625500679,126.699173,171.073761,9.15155E-05,0.082068451,0.138607934,0.016797114,0.000880033
CGC_998C-065_TP2,Direct Shear,34.043709,-118.647325,347943,3768226,Tv,16,3.6,32,518.9,9.625500679,126.699173,171.073761,9.15155E-05,0.082068451,0.138607934,0.016797114,0.000880033
CGC_998C-065_TP2,Direct Shear,34.043709,-118.647325,347943,3768226,Tv,16,21.6,38,518.9,9.625500679,126.699173,171.073761,9.15155E-05,0.082068451,0.138607934,0.016797114,0.000880033
CGC_JH2600_B1,Direct Shear,34.035932,-118.79642,334164,3767595,Tsh,14,28.8,18,385.1,16.02120399,67.35744476,108.0673294,0.000173345,0.007370239,-0.006744153,0.004991744,4.41933E-05
CGC_JH2600_B1,Direct Shear,34.035932,-118.79642,334164,3767595,Tsh,14,20.16,31,385.1,16.02120399,67.35744476,108.0673294,0.000173345,0.007370239,-0.006744153,0.004991744,4.41933E-05
CGC_JH2600_B2,Direct Shear,34.035643,-118.796426,334163,3767563,Tsh,14,36.48,29,385.1,11.66614342,113.3620377,110.2537231,-0.000245096,-0.000225095,0.02814332,-0.00556385,0.000134959
CGC_JH2600_B2,Direct Shear,34.035643,-118.796426,334163,3767563,Tsh,14,14.4,41,385.1,11.66614342,113.3620377,110.2537231,-0.000245096,-0.000225095,0.02814332,-0.00556385,0.000134959
CGC_JH2600_B2,Direct Shear,34.035643,-118.796426,334163,3767563,Tsh,14,39.84,16,385.1,11.66614342,113.3620377,110.2537231,-0.000245096,-0.000225095,0.02814332,-0.00556385,0.000134959
CGC_JH2636_B1,Direct Shear,34.051809,-118.774608,336209,3769321,Tsh,14,40.8,38,385.1,24.12984848,233.7225647,318.6176453,0.00088495,0.019803701,0.018050224,0.001380579,0.000107576
CGC_JH2636_B1,Direct Shear,34.051809,-118.774608,336209,3769321,Tsh,14,96,17,385.1,24.12984848,233.7225647,318.6176453,0.00088495,0.019803701,0.018050224,0.001380579,0.000107576
CGC_JH2636_TP1,Direct Shear,34.051544,-118.77486,336185,3769292,Tsh,14,24.96,15,385.1,26.33354187,216.4207458,305.4460144,0.000500588,0.065693073,0.00999959,0.020082312,0.000811098
CGC_JH2636_TP3,Direct Shear,34.051902,-118.774741,336196,3769332,Tsh,14,33.6,21,385.1,22.09885025,252.2927704,316.9735413,1.05098E-05,0.026293248,0.037139818,-0.001537851,0.000231154
CGC_JH2773_B1,Direct Shear,34.064371,-118.64723,347989,3770517,Tss,15,43.2,43,468.4,11.70713329,51.81797028,492.7360535,-7.77524E-05,0.092134498,0.020152794,0.039330877,0.001778868
CGC_JH2773_TP4,Direct Shear,34.064383,-118.647091,348002,3770519,Tss,15,12,30,468.4,25.87514305,44.69078445,489.8415222,0.000212787,0.036457069,-0.014160067,0.018280083,0.000678652
CGC_JH2773_TP4,Direct Shear,34.064383,-118.647091,348002,3770519,Tss,15,16.8,36,468.4,25.87514305,44.69078445,489.8415222,0.000212787,0.036457069,-0.014160067,0.018280083,0.000678652
CGC_JH3638_TP1,Direct Shear,34.037871,-118.632122,349336,3767556,Tss,15,24,32,468.4,38.1165123,166.6688538,27.45372009,0.008771585,-0.069879822,-0.012825076,-0.012115296,0.001126285
CGC_JH3638_TP1,Direct Shear,34.037871,-118.632122,349336,3767556,Tss,15,14.4,30,468.4,38.1165123,166.6688538,27.45372009,0.008771585,-0.069879822,-0.012825076,-0.012115296,0.001126285
CGC_JH3638_TP4,Direct Shear,34.037871,-118.632037,349344,3767556,Tss,15,28.8,37,468.4,38.49891281,172.0101318,25.92749023,-0.0023352,-0.042373452,-0.011549244,-0.005752394,0.000255646
CGC_JH3638_TP4,Direct Shear,34.037871,-118.632037,349344,3767556,Tss,15,40.8,36,468.4,38.49891281,172.0101318,25.92749023,-0.0023352,-0.042373452,-0.011549244,-0.005752394,0.000255646
CGI_95-1115_B1,Direct Shear,34.031032,-118.71158,341988,3766918,Tv,16,40.8,25,518.9,8.812742233,203.0024567,8.818950653,5.00305E-05,0.04302714,0.014466223,0.018596297,0.000385058
CGI_95-1115_B1,Direct Shear,34.031032,-118.71158,341988,3766918,Tv,16,12,31,518.9,8.812742233,203.0024567,8.818950653,5.00305E-05,0.04302714,0.014466223,0.018596297,0.000385058
CGI_95-1115_B1,Direct Shear,34.031032,-118.71158,341988,3766918,Tv,16,21.6,22.5,518.9,8.812742233,203.0024567,8.818950653,5.00305E-05,0.04302714,0.014466223,0.018596297,0.000385058
CGI_95-1115_B1,Direct Shear,34.031032,-118.71158,341988,3766918,Tv,16,13.2,21,518.9,8.812742233,203.0024567,8.818950653,5.00305E-05,0.04302714,0.014466223,0.018596297,0.000385058
CGI_95-1115_B1,Direct Shear,34.031032,-118.71158,341988,3766918,Tv,16,16.8,24,518.9,8.812742233,203.0024567,8.818950653,5.00305E-05,0.04302714,0.014466223,0.018596297,0.000385058
CGI_99-1001_GS1,Direct Shear,34.030933,-118.711731,341974,3766907,Tv,16,15.6,34,518.9,14.32741547,207.6044617,5.5748806,-7.84422E-05,-0.011563361,0.014202983,-0.008558285,0.000104584
CGI_99-1001_GS2,Direct Shear,34.031057,-118.711687,341978,3766921,Tv,16,4.8,42,518.9,12.88937092,209.2400055,8.08663559,-7.66287E-06,0.041068453,0.019538276,0.014879267,0.000278059
CGI_99-1001_GS2,Direct Shear,34.031057,-118.711687,341978,3766921,Tv,16,24,37,518.9,12.88937092,209.2400055,8.08663559,-7.66287E-06,0.041068453,0.019538276,0.014879267,0.000278059
CGI_99-1001_GS2,Direct Shear,34.031057,-118.711687,341978,3766921,Tv,16,16.8,34,518.9,12.88937092,209.2400055,8.08663559,-7.66287E-06,0.041068453,0.019538276,0.014879267,0.000278059
CGI_CG84-817_1,Direct Shear,34.162893,-118.50107,361639,3781235,Qal3,8,2.4,32,351.9,1.251616478,31.49373627,230.0323181,2.32442E-08,0.000185215,-0.004430373,0.000189268,4.99856E-08
CGI_CG84-817_1,Direct Shear,34.162893,-118.50107,361639,3781235,Qal3,8,5.76,31,351.9,1.251616478,31.49373627,230.0323181,2.32442E-08,0.000185215,-0.004430373,0.000189268,4.99856E-08
CGI_GS83-715_B1,Direct Shear,34.040519,-118.695005,343536,3767944,Qoa,10,31.2,18,386.6,12.71695328,88.01668549,53.22952271,-0.001315931,-0.111750811,-0.061351076,-0.039012447,0.003293582
CGI_GS83-715_B3,Direct Shear,34.040489,-118.694733,343561,3767941,Tss,15,36,27,468.4,29.0466156,208.1282349,58.51444244,0.003906531,0.012840768,-0.007032323,0.006899213,0.000442707
CGI_GS83-715_B7,Direct Shear,34.040296,-118.694517,343580,3767919,Tss,15,38.4,40,468.4,6.847191811,119.5372849,45.00521088,0.000418541,-0.138002172,-0.444339186,-0.015313237,0.004776782
CGI_GS84-103_T3,Direct Shear,34.036307,-118.768124,336777,3767592,Tsh,14,45.6,38,385.1,22.36045074,173.0826874,171.1683807,6.18525E-05,-0.005875834,0.004724556,-0.003861024,2.78727E-05
CGI_GS84-103_T5,Direct Shear,34.036229,-118.767663,336820,3767582,Tsh,14,5.76,31,385.1,26.30582809,169.2754364,162.0358429,-0.000489844,-0.017572105,0.008475023,-0.009347552,0.000193958
CGI_GS84-103_T6,Direct Shear,34.036151,-118.767351,336848,3767573,Tsh,14,15.6,37,385.1,14.28420448,176.3848572,156.7566071,1.02386E-05,-0.015055178,-0.013495173,-0.003723789,2.85972E-05
CGI_GS86-1241_B1,Direct Shear,34.1422,-118.523962,359494,3778972,crystalline,3,24,33,710.1,30.60131264,340.2713928,413.9579773,0.002793832,0.02130211,0.01247374,0.002087579,0.000192733
CGI_GS86-602-R_B1,Direct Shear,34.04032,-118.657052,347039,3767865,Qoa,10,19.2,42,386.6,3.566016912,203.1011658,73.24768829,-1.32385E-05,0.01703498,0.037375543,0.006152399,0.000066959
CGI_GS86-602-R_B2,Direct Shear,34.040319,-118.657259,347020,3767865,Tv,16,32.4,10,518.9,21.55185509,222.8195038,71.09204865,-0.000373968,0.072778985,0.009820888,0.026157398,0.001083484
CGI_GS86-621_T10,Direct Shear,34.026988,-118.799424,333869,3766608,Tsh,14,9.6,17,385.1,0.892690957,242.6273956,103.9653931,-6.58224E-07,0.009123278,-0.033409536,0.005080365,4.08001E-05
CGI_GS86-621_T7,Direct Shear,34.026913,-118.799617,333851,3766600,Qoa,10,4.8,26,386.6,5.914056778,280.7320862,102.6430893,-2.02892E-05,-0.001778736,-0.029757921,0.00215836,2.14626E-05
CGI_GS86-916_T2,Direct Shear,34.063745,-118.748835,338610,3770604,Tss,15,24,32,468.4,25.76044464,39.61343002,499.7728271,0.000300434,0.029239342,0.009305016,0.00739956,0.000126096
CGI_GS86-916_T5,Direct Shear,34.063763,-118.748564,338635,3770605,Tss,15,16.8,30,468.4,28.50828934,28.4080677,490.9444275,-0.001426363,-0.029741926,-0.015439881,-0.004400442,0.000159136
CGI_GS87-1129_B2,Direct Shear,34.029891,-118.785334,335176,3766908,Tsh,14,14.4,31,385.1,13.27431297,292.8551941,70.9934845,2.87602E-05,0.008138967,0.005089374,0.002644956,1.02058E-05
CGI_GS87-1129_B3,Direct Shear,34.028455,-118.785125,335193,3766748,Tsh,14,31.2,23,385.1,26.66693306,306.5718689,65.3892746,-0.000280789,-0.025129728,-0.001780085,-0.008328695,0.000139487
CGI_GS87-1129_B3,Direct Shear,34.028455,-118.785125,335193,3766748,Tsh,14,0,46,385.1,26.66693306,306.5718689,65.3892746,-0.000280789,-0.025129728,-0.001780085,-0.008328695,0.000139487
CGI_GS87-1129_B4,Direct Shear,34.028456,-118.784947,335209,3766748,Tsh,14,14.4,31,385.1,26.09433746,306.3384399,69.65373993,0.00015378,0.036913101,0.012576996,0.008906768,0.000189974
CGI_GS87-1147_SURF,Direct Shear,34.040811,-118.695652,343477,3767978,Qoa,10,38.4,40,386.6,33.153965,91.94438934,80.20296478,-0.000306119,-0.064953715,-0.052726999,0.001153805,0.001191223
CGI_GS87-1236_1,Direct Shear,34.197406,-118.604482,352166,3785208,Qal2,7,38.4,24,293.5,0.222972363,86.01480865,242.6028595,-1.19038E-09,-0.002062065,-0.151872411,-0.000439993,5.55275E-07
CGI_GS87-1236_1,Direct Shear,34.197406,-118.604482,352166,3785208,Qal2,7,43.2,17,293.5,0.222972363,86.01480865,242.6028595,-1.19038E-09,-0.002062065,-0.151872411,-0.000439993,5.55275E-07
CGI_GS87-1249_1,Direct Shear,34.196165,-118.6015,352439,3785066,Qal2,7,14.4,26,293.5,0.156294793,89.49726868,241.7889099,3.3199E-11,-0.00089404,0.003409904,-0.000456317,2.08356E-07
CGI_GS87-813_T1,Direct Shear,34.045472,-118.851258,329120,3768744,Tsh,14,28.8,10.5,385.1,7.175130367,140.7051544,219.9630737,0.000027774,0.005043533,0.024461461,-0.00054465,1.59365E-05
CGI_GS87-813_T1,Direct Shear,34.045472,-118.851258,329120,3768744,Tsh,14,48,19,385.1,7.175130367,140.7051544,219.9630737,0.000027774,0.005043533,0.024461461,-0.00054465,1.59365E-05
CGI_GS87-937_B1,Direct Shear,34.042027,-118.677938,345114,3768086,Tv,16,18.72,38,518.9,8.218276024,314.3291321,109.5577927,-0.000147883,0.06349802,0.085880235,0.01875562,0.000628617
CGI_GS88-1050_T2,Direct Shear,34.065239,-118.80641,333299,3770862,Tsh,14,24,33,385.1,27.78258514,121.599205,410.458313,-0.003876089,0.049205232,0.053945463,-0.002644427,0.001212349
CGI_GS88-212_1,Direct Shear,34.198458,-118.602852,352318,3785322,Qal2,7,7.2,29,293.5,0.199476913,135.6034851,242.592926,-1.20344E-10,-0.001202399,-0.059064429,-0.000395557,1.98954E-07
CGI_GS88-212_1,Direct Shear,34.198458,-118.602852,352318,3785322,Qal2,7,9.6,26,293.5,0.199476913,135.6034851,242.592926,-1.20344E-10,-0.001202399,-0.059064429,-0.000395557,1.98954E-07
CGI_GS88-212_1,Direct Shear,34.198458,-118.602852,352318,3785322,Qal2,7,19.2,14,293.5,0.199476913,135.6034851,242.592926,-1.20344E-10,-0.001202399,-0.059064429,-0.000395557,1.98954E-07
CGI_GS88-514_B1,Direct Shear,34.156267,-118.521384,359755,3780528,Qal3,8,19.2,28,351.9,3.622987747,347.4816895,259.8592834,-2.95913E-07,-0.007530759,0.003482702,-0.003962045,1.59469E-05
CGI_GS88-514_B1,Direct Shear,34.156267,-118.521384,359755,3780528,Qal3,8,14.4,20,351.9,3.622987747,347.4816895,259.8592834,-2.95913E-07,-0.007530759,0.003482702,-0.003962045,1.59469E-05
CGI_GS89-362_T5,Direct Shear,34.042493,-118.853443,328913,3768417,Tss,15,6.96,37,468.4,22.04902458,131.5223846,197.2648468,0.002479081,0.137060419,0.102135353,0.021628521,0.00290584
CGI_GS89-362_T5,Direct Shear,34.042493,-118.853443,328913,3768417,Tss,15,9.6,42,468.4,22.04902458,131.5223846,197.2648468,0.002479081,0.137060419,0.102135353,0.021628521,0.00290584
CGI_GS89-868_T1,Direct Shear,34.171876,-118.631909,349593,3782417,Qal2,7,7.2,28,293.5,0.195097938,90.05369568,267.907196,-1.15418E-10,-0.000686131,0.032140616,-0.0004525,2.16939E-07
CGI_GS89-868_T2,Direct Shear,34.171664,-118.631822,349601,3782393,Qal2,7,28.8,21,293.5,0.274499416,172.979126,267.8692932,3.85033E-09,0.001247451,0.064127728,0.000316481,2.50837E-07
CGI_GS90-137_TR1,Direct Shear,34.066613,-118.778743,335855,3770969,Tv,16,20.16,40,518.9,33.72350693,54.5856514,443.2576599,-0.003239791,0.018561589,-0.014462952,0.010894464,0.000557474
CGI_GS90-137_TR13,Direct Shear,34.063759,-118.777766,335940,3770651,Tv,16,57.6,41,518.9,25.3732872,274.9716187,386.0534058,-0.001918334,0.061952725,0.041316204,0.008395336,0.000658974
CGI_GS90-137_TR7,Direct Shear,34.06508,-118.778612,335865,3770799,Tsh,14,15.6,27,385.1,25.8523941,135.157959,416.5686035,-0.000472052,-0.014467494,0.001974403,-0.005969246,7.60832E-05
CGI_GS90-302_TR1,Direct Shear,34.070671,-118.692353,343836,3771284,Tv,16,7.2,32,518.9,33.51272583,76.25772095,419.1826477,0.000683276,0.02474745,0.021335457,-0.001017036,0.000207548
CGI_GS90-302_TR1,Direct Shear,34.070671,-118.692353,343836,3771284,Tv,16,36,39,518.9,33.51272583,76.25772095,419.1826477,0.000683276,0.02474745,0.021335457,-0.001017036,0.000207548
CGI_GS90-632-2_TP,Direct Shear,34.178219,-118.666453,346421,3783172,Tss,15,19.2,37,468.4,12.56807423,82.60707855,391.3778076,7.97542E-05,0.018478159,0.024127446,0.003589183,4.89835E-05
CGI_GS93-109_B1,Direct Shear,34.123882,-118.631223,349572,3777093,Tv,16,38.4,40.1,518.9,11.03149891,202.0302582,422.0322266,-6.26361E-05,0.000902383,0.020752052,-0.003398846,3.47194E-05
CGI_GS93-109_T4,Direct Shear,34.123849,-118.631339,349561,3777090,Tv,16,24,29,518.9,6.488251686,73.68005371,420.1479797,-0.000213022,-0.116779827,-0.156518847,-0.03981442,0.002506867
CGI_GS93-301-U_B1,Direct Shear,34.028505,-118.799904,333828,3766777,Tsh,14,57.6,47,385.1,8.447335243,205.4440002,104.5915527,1.77083E-05,0.005720654,0.013361312,0.000847817,5.99416E-06
CGI_GS93-301-U_B1,Direct Shear,34.028505,-118.799904,333828,3766777,Tsh,14,105.6,35,385.1,8.447335243,205.4440002,104.5915527,1.77083E-05,0.005720654,0.013361312,0.000847817,5.99416E-06
CGI_GS93-301-U_B1,Direct Shear,34.028505,-118.799904,333828,3766777,Tsh,14,40.8,36,385.1,8.447335243,205.4440002,104.5915527,1.77083E-05,0.005720654,0.013361312,0.000847817,5.99416E-06
CGI_GS93-421_TP4,Direct Shear,34.045954,-118.646021,348068,3768473,Kss,5,57.6,48,502.5,33.12311935,262.183197,215.988266,-0.000993396,0.07015226,0.005935651,0.018329579,0.000999536
CGI_GS93-421_TP4,Direct Shear,34.045954,-118.646021,348068,3768473,Kss,5,38.4,37,502.5,33.12311935,262.183197,215.988266,-0.000993396,0.07015226,0.005935651,0.018329579,0.000999536
CGI_GS94-103_TP2,Direct Shear,34.039161,-118.640169,348596,3767711,Qoa,10,0,48,386.6,20.56230927,214.90802,63.05620956,0.000412261,0.000333888,-0.042470168,0.013213538,0.000530146
CGI_GS94-103_TP2,Direct Shear,34.039161,-118.640169,348596,3767711,Qoa,10,36,30,386.6,20.56230927,214.90802,63.05620956,0.000412261,0.000333888,-0.042470168,0.013213538,0.000530146
CGI_GS94-111-B_B2,Direct Shear,34.042754,-118.637136,348882,3768105,Tv,16,18,46,518.9,17.23118973,230.0042419,38.48888397,-0.001349527,-0.038514044,0.012660991,-0.020200161,0.000946563
CGI_GS94-111-B_B2,Direct Shear,34.042754,-118.637136,348882,3768105,Tv,16,12,32,518.9,17.23118973,230.0042419,38.48888397,-0.001349527,-0.038514044,0.012660991,-0.020200161,0.000946563
CGI_GS94-111-B_B2,Direct Shear,34.042754,-118.637136,348882,3768105,Tv,16,48,40,518.9,17.23118973,230.0042419,38.48888397,-0.001349527,-0.038514044,0.012660991,-0.020200161,0.000946563
CGI_GS94-111-B_TP1,Direct Shear,34.042811,-118.636989,348896,3768111,Kss,5,12,36,502.5,30.04938698,243.1804504,46.57992935,0.001185326,0.058667403,-0.001778872,0.019691754,0.000948047
CGI_GS94-111-B_TP2,Direct Shear,34.042874,-118.636796,348914,3768118,Kss,5,18,31,502.5,34.12168884,236.4263,58.62466812,-0.001113248,0.004013919,0.012680825,-0.003736351,0.00012896
