official_n,test_type,latitude,longitude,x,y,geologic_unit,geologic_ID,cohesion,friction_angle,Vs30_Mean,slope_angle,aspect,elevation,flowline_curvature,general_curvature,plan_curvature,profile_curvature,total_curvature
CH&A_18295_ALL,Direct Shear,34.21223,-118.63254,349607,3786893,Tss,15,24.24,22,468.4,4.461391926,106.8721924,258.8763428,-5.15138E-07,-0.007059544,0.008014703,-0.004117453,1.76703E-05
CH&A_24177_1,Direct Shear,34.230055,-118.534841,358638,3788730,Qoa,10,7.68,26,386.6,0.882218719,171.8686371,249.1915436,1.23475E-08,0.001985309,0.024534566,0.000614632,5.262E-07
CH&A_6250-E_1,Direct Shear,34.168324,-118.578365,354523,3781945,Tsh,14,13.92,12,385.1,14.95436859,141.5864716,294.8383789,0.001405198,0.042395309,0.065745361,0.00328015,0.001097551
CH&A_7114_1,Direct Shear,34.162005,-118.598183,352685,3781273,Tsh,14,13.2,13,385.1,19.55944824,144.0124512,304.7903137,-0.000356164,-0.008678761,0.018816601,-0.009224136,0.000182159
CVSEI_10-7095_TP,Direct Shear,34.231814,-118.659295,347177,3789105,Kss,5,0,32,502.5,10.3481245,233.6199799,387.7883606,0.00032433,0.01832398,0.041075323,0.00158192,0.000248256
CVSEI_10-7095_TP,Direct Shear,34.231814,-118.659295,347177,3789105,Kss,5,12,22,502.5,10.3481245,233.6199799,387.7883606,0.00032433,0.01832398,0.041075323,0.00158192,0.000248256
CVSEI_10-7095_TP,Direct Shear,34.231814,-118.659295,347177,3789105,Kss,5,4.8,34,502.5,10.3481245,233.6199799,387.7883606,0.00032433,0.01832398,0.041075323,0.00158192,0.000248256
DBK_88112D5.07_B1,Direct Shear,34.035573,-118.783051,335398,3767534,Tsh,14,23.04,35.8,385.1,5.54749155,76.58576202,196.7452545,0.000034335,0.036949977,0.147803396,0.00406187,0.000249546
DBK_88112D5.07_B1,Direct Shear,34.035573,-118.783051,335398,3767534,Tsh,14,18.192,37,385.1,5.54749155,76.58576202,196.7452545,0.000034335,0.036949977,0.147803396,0.00406187,0.000249546
DBK_88112D5.07_B1,Direct Shear,34.035573,-118.783051,335398,3767534,Tsh,14,30.528,35.2,385.1,5.54749155,76.58576202,196.7452545,0.000034335,0.036949977,0.147803396,0.00406187,0.000249546
DBK_88112D5.07_B1,Direct Shear,34.035573,-118.783051,335398,3767534,Tsh,14,29.808,35.2,385.1,5.54749155,76.58576202,196.7452545,0.000034335,0.036949977,0.147803396,0.00406187,0.000249546
DBK_89108C6.01_TP2,Direct Shear,34.071811,-118.662632,346581,3771366,Tss,15,24.432,42.4,468.4,19.789011,284.4992981,711.7828979,-0.001555873,0.017934192,0.033893324,-0.00268915,0.00044801
DBK_89108C6.01_TP3,Direct Shear,34.071649,-118.662841,346561,3771348,Tss,15,19.632,41.5,468.4,20.95113945,268.359375,704.3963623,-4.78429E-05,-0.103910193,-0.127247438,-0.002633905,0.002384431
DBK_89108C6.01_TP4,Direct Shear,34.07165,-118.66263,346581,3771348,Tss,15,21.264,39.7,468.4,23.64618492,289.5768127,712.4561157,0.001239894,-0.022103041,-0.036584429,0.003817975,0.000364919
DBK_89111E4.2_B1,Direct Shear,34.040061,-118.848016,329409,3768138,Tv,16,20.784,41.7,518.9,6.626904964,98.62647247,120.124527,-4.09152E-05,0.008371237,-0.063654423,0.011350398,0.000207188
DBK_89111E4.2_B1,Direct Shear,34.040061,-118.848016,329409,3768138,Tv,16,29.04,41.2,518.9,6.626904964,98.62647247,120.124527,-4.09152E-05,0.008371237,-0.063654423,0.011350398,0.000207188
DBK_89111E4.2_B1,Direct Shear,34.040061,-118.848016,329409,3768138,Tv,16,19.68,39.3,518.9,6.626904964,98.62647247,120.124527,-4.09152E-05,0.008371237,-0.063654423,0.011350398,0.000207188
DBK_89111E4.2_B1,Direct Shear,34.040061,-118.848016,329409,3768138,Tv,16,17.28,42.3,518.9,6.626904964,98.62647247,120.124527,-4.09152E-05,0.008371237,-0.063654423,0.011350398,0.000207188
DBK_89111E4.2_B2,Direct Shear,34.040242,-118.848242,329388,3768159,Tv,16,26.64,39.6,518.9,8.942400932,217.2594604,121.4647827,-0.000106814,0.000980641,0.008025404,-0.000744682,0.000039411
DBK_89112D5.04_B1,Direct Shear,34.029562,-118.782749,335414,3766867,Tsh,14,18.048,37,385.1,9.042478561,107.7885284,97.96832275,3.09943E-05,-0.003168519,-0.010142686,2.87928E-05,5.6016E-06
DBK_89112D5.04_B1,Direct Shear,34.029562,-118.782749,335414,3766867,Tsh,14,14.16,36.8,385.1,9.042478561,107.7885284,97.96832275,3.09943E-05,-0.003168519,-0.010142686,2.87928E-05,5.6016E-06
DBK_89112D5.04_B1,Direct Shear,34.029562,-118.782749,335414,3766867,Tsh,14,17.952,41.3,385.1,9.042478561,107.7885284,97.96832275,3.09943E-05,-0.003168519,-0.010142686,2.87928E-05,5.6016E-06
DBK_89112D5.04_B2,Direct Shear,34.029588,-118.783336,335360,3766871,Tsh,14,31.392,33.7,385.1,8.300065041,193.0237274,105.8749161,-0.000078382,0.02346012,0.056857083,0.003328617,0.000107731
DBK_89112D5.04_B2,Direct Shear,34.029588,-118.783336,335360,3766871,Tsh,14,22.464,42.8,385.1,8.300065041,193.0237274,105.8749161,-0.000078382,0.02346012,0.056857083,0.003328617,0.000107731
DBK_89112D5.04_B2,Direct Shear,34.029588,-118.783336,335360,3766871,Tsh,14,14.784,39.1,385.1,8.300065041,193.0237274,105.8749161,-0.000078382,0.02346012,0.056857083,0.003328617,0.000107731
DBK_89114D4.05_B3,Direct Shear,34.045446,-118.656906,347062,3768433,Tss,15,18.24,42.8,468.4,19.73087502,198.3300018,139.0590668,0.000537558,0.017024469,-0.007573323,0.009364609,0.000168383
DBK_89114D4.05_B3,Direct Shear,34.045446,-118.656906,347062,3768433,Tss,15,21.12,38.2,468.4,19.73087502,198.3300018,139.0590668,0.000537558,0.017024469,-0.007573323,0.009364609,0.000168383
DBK_89114D4.05_B3,Direct Shear,34.045446,-118.656906,347062,3768433,Tss,15,19.248,42.2,468.4,19.73087502,198.3300018,139.0590668,0.000537558,0.017024469,-0.007573323,0.009364609,0.000168383
DBK_89114D4.05_B3,Direct Shear,34.045446,-118.656906,347062,3768433,Tss,15,19.056,43,468.4,19.73087502,198.3300018,139.0590668,0.000537558,0.017024469,-0.007573323,0.009364609,0.000168383
DBK_89114D4.20_B4,Direct Shear,34.043618,-118.656928,347057,3768231,Tss,15,23.472,42.4,468.4,11.36197853,58.79042053,115.9740295,0.000484846,-0.024887614,-0.013415009,-0.00918616,0.000390649
DBK_89114D4.20_B4,Direct Shear,34.043618,-118.656928,347057,3768231,Tss,15,18.672,40.7,468.4,11.36197853,58.79042053,115.9740295,0.000484846,-0.024887614,-0.013415009,-0.00918616,0.000390649
DBK_89114D4.20_B4,Direct Shear,34.043618,-118.656928,347057,3768231,Tss,15,19.248,38.7,468.4,11.36197853,58.79042053,115.9740295,0.000484846,-0.024887614,-0.013415009,-0.00918616,0.000390649
DBK_89114D4.20_B5,Direct Shear,34.043524,-118.657315,347021,3768221,Tss,15,22.992,40.8,468.4,12.35420513,145.0123138,121.4458923,0.000272782,-0.007622866,-0.007679412,-0.001984907,7.20294E-05
DBK_89114D4.20_B6,Direct Shear,34.043692,-118.65706,347044,3768239,Tss,15,27.36,36.2,468.4,28.1203537,113.3123016,118.6249313,0.004652323,-0.115064166,-0.054071039,-0.019645382,0.002185744
DBK_89114D4.20_B6,Direct Shear,34.043692,-118.65706,347044,3768239,Tss,15,28.608,33.1,468.4,28.1203537,113.3123016,118.6249313,0.004652323,-0.115064166,-0.054071039,-0.019645382,0.002185744
DBK_89114D4.20_B6,Direct Shear,34.043692,-118.65706,347044,3768239,Tss,15,24.768,34.8,468.4,28.1203537,113.3123016,118.6249313,0.004652323,-0.115064166,-0.054071039,-0.019645382,0.002185744
DBK_89114D4.20_B6,Direct Shear,34.043692,-118.65706,347044,3768239,Tss,15,22.128,38,468.4,28.1203537,113.3123016,118.6249313,0.004652323,-0.115064166,-0.054071039,-0.019645382,0.002185744
DBK_89114D4.20_B6,Direct Shear,34.043692,-118.65706,347044,3768239,Tss,15,23.088,34.5,468.4,28.1203537,113.3123016,118.6249313,0.004652323,-0.115064166,-0.054071039,-0.019645382,0.002185744
DBK_89115B2001_1,Direct Shear,34.065265,-118.61603,350870,3770571,Tss,15,15.744,45.4,468.4,11.75307655,213.5105438,492.3595581,-0.000122505,-0.024212161,-0.08880198,0.005977441,0.000397948
DBK_89115B2001_1,Direct Shear,34.065265,-118.61603,350870,3770571,Tss,15,13.104,49.3,468.4,11.75307655,213.5105438,492.3595581,-0.000122505,-0.024212161,-0.08880198,0.005977441,0.000397948
DBK_89115B2001_1,Direct Shear,34.065265,-118.61603,350870,3770571,Tss,15,13.92,48.1,468.4,11.75307655,213.5105438,492.3595581,-0.000122505,-0.024212161,-0.08880198,0.005977441,0.000397948
DBK_89115B2001_1,Direct Shear,34.065265,-118.61603,350870,3770571,Tss,15,12.384,47.1,468.4,11.75307655,213.5105438,492.3595581,-0.000122505,-0.024212161,-0.08880198,0.005977441,0.000397948
DBK_89115B2001_1,Direct Shear,34.065265,-118.61603,350870,3770571,Tss,15,24.672,46.6,468.4,11.75307655,213.5105438,492.3595581,-0.000122505,-0.024212161,-0.08880198,0.005977441,0.000397948
DBK_93629D5.002_B1,Direct Shear,34.045342,-118.65548,347193,3768420,Tv,16,9.6,29,518.9,5.470202446,90.86592865,146.7709045,4.19939E-05,0.038859867,0.02293152,0.01699953,0.000343767
DBK_93629D5.002_B1,Direct Shear,34.045342,-118.65548,347193,3768420,Tv,16,13.2,26,518.9,5.470202446,90.86592865,146.7709045,4.19939E-05,0.038859867,0.02293152,0.01699953,0.000343767
DBK_93629D5.002_B1,Direct Shear,34.045342,-118.65548,347193,3768420,Tv,16,6,30,518.9,5.470202446,90.86592865,146.7709045,4.19939E-05,0.038859867,0.02293152,0.01699953,0.000343767
DBK_93629D5.002_B1,Direct Shear,34.045342,-118.65548,347193,3768420,Tv,16,23.28,33,518.9,5.470202446,90.86592865,146.7709045,4.19939E-05,0.038859867,0.02293152,0.01699953,0.000343767
DBK_95627H1.01_B1,Direct Shear,34.032289,-118.783692,335332,3767171,Tsh,14,18.24,38.5,385.1,22.09598351,253.158493,123.5565338,0.000521547,0.01964635,0.009473036,0.004754689,0.000070546
DBK_95627H1.01_B1,Direct Shear,34.032289,-118.783692,335332,3767171,Tsh,14,12,41.5,385.1,22.09598351,253.158493,123.5565338,0.000521547,0.01964635,0.009473036,0.004754689,0.000070546
DBK_95627H1.01_B1,Direct Shear,34.032289,-118.783692,335332,3767171,Tsh,14,30,34,385.1,22.09598351,253.158493,123.5565338,0.000521547,0.01964635,0.009473036,0.004754689,0.000070546
DBK_95627H1.01_B1,Direct Shear,34.032289,-118.783692,335332,3767171,Tsh,14,6.72,41,385.1,22.09598351,253.158493,123.5565338,0.000521547,0.01964635,0.009473036,0.004754689,0.000070546
DBK_95627H1.01_B1,Direct Shear,34.032289,-118.783692,335332,3767171,Tsh,14,14.16,34,385.1,22.09598351,253.158493,123.5565338,0.000521547,0.01964635,0.009473036,0.004754689,0.000070546
DBK_95627H1.01_B1,Direct Shear,34.032289,-118.783692,335332,3767171,Tsh,14,9.6,29.5,385.1,22.09598351,253.158493,123.5565338,0.000521547,0.01964635,0.009473036,0.004754689,0.000070546
DRWC_F61-712_BS,Direct Shear,34.20619,-118.6389,349010,3786232,Qal3,8,48,29,351.9,1.599155545,44.05519104,259.886261,-5.9023E-08,-0.003851146,-0.009761924,-0.001651111,2.81829E-06
DRWC_F61-712_BS,Direct Shear,34.20619,-118.6389,349010,3786232,Qal3,8,48,30,351.9,1.599155545,44.05519104,259.886261,-5.9023E-08,-0.003851146,-0.009761924,-0.001651111,2.81829E-06
DRWC_F61-712_BS,Direct Shear,34.20619,-118.6389,349010,3786232,Qal3,8,57.6,25,351.9,1.599155545,44.05519104,259.886261,-5.9023E-08,-0.003851146,-0.009761924,-0.001651111,2.81829E-06
DRWC_F62-17_A,Direct Shear,34.151766,-118.588585,353552,3780124,Tsh,14,24,31,385.1,14.99152184,167.6388245,341.3571472,-0.000355618,-0.003775057,0.031624544,-0.009334412,0.000228155
DRWC_F65-550_B6,Triaxial Shear,34.168268,-118.648534,348054,3782041,Tsh,14,105.6,27,385.1,5.486203671,85.6237793,313.6589355,8.39169E-06,0.007715641,0.000945355,0.003715492,1.58538E-05
DRWC_F65-550_B6,Triaxial Shear,34.168268,-118.648534,348054,3782041,Tsh,14,76.8,28,385.1,5.486203671,85.6237793,313.6589355,8.39169E-06,0.007715641,0.000945355,0.003715492,1.58538E-05
DRWC_F6C-167_B5,Triaxial Shear,34.189342,-118.64157,348734,3784368,Qal2,7,14.4,27,293.5,0.904349983,97.63291931,257.1051331,3.08306E-08,0.000212914,0.014638869,-0.000124574,9.95462E-08
E&A_79-232-1_1,Direct Shear,34.159308,-118.600506,352466,3780977,Tsh,14,19.2,26,385.1,6.540390968,176.0632324,341.1018372,8.66842E-05,0.025714576,0.112545423,-4.51267E-05,0.000253477
ENSOI_89-GTS1015_1,Direct Shear,34.104497,-118.612086,351303,3774916,Tss,15,14.4,32,468.4,18.59866714,148.6866608,436.9341125,0.002682882,-0.047019355,-0.038455352,-0.008998115,0.001401789
ENSOI_89-GTS1015_1,Direct Shear,34.104497,-118.612086,351303,3774916,Tss,15,21.6,30,468.4,18.59866714,148.6866608,436.9341125,0.002682882,-0.047019355,-0.038455352,-0.008998115,0.001401789
ENSOI_89-GTS1015_1,Direct Shear,34.104497,-118.612086,351303,3774916,Tss,15,5.76,45,468.4,18.59866714,148.6866608,436.9341125,0.002682882,-0.047019355,-0.038455352,-0.008998115,0.001401789
FECI_1324-D-66_1,Direct Shear,34.15745,-118.550196,357101,3780700,Tsh,14,24,36,385.1,11.69608212,197.5349884,289.4667053,-9.03443E-05,-0.028690703,-0.023699323,-0.008863308,0.000122056
FECI_1324-D-66_1,Direct Shear,34.15745,-118.550196,357101,3780700,Tsh,14,31.2,36,385.1,11.69608212,197.5349884,289.4667053,-9.03443E-05,-0.028690703,-0.023699323,-0.008863308,0.000122056
FECI_1343_1,Direct Shear,34.237348,-118.605988,352097,3789640,Qal2,7,9.6,24,293.5,0.590395212,135.0062714,273.4796448,-2.54244E-08,-0.001634568,-0.045967996,-0.000343543,4.57092E-07
FECI_192_TR,Direct Shear,34.208087,-118.684931,344772,3786512,Kss,5,43.2,34,502.5,3.188010216,325.4927368,423.7576294,-2.53643E-05,0.02620648,0.165289,0.003878783,0.000233631
FECI_19680927_1,Direct Shear,34.159585,-118.56623,355626,3780959,Tsh,14,7.68,18,385.1,24.51897812,139.1423798,313.2552795,-0.00100847,0.051977791,0.037431121,0.006714618,0.000417977
FECI_19680927_1,Direct Shear,34.159585,-118.56623,355626,3780959,Tsh,14,10.8,20,385.1,24.51897812,139.1423798,313.2552795,-0.00100847,0.051977791,0.037431121,0.006714618,0.000417977
FECI_19680927_1,Direct Shear,34.159585,-118.56623,355626,3780959,Tsh,14,11.52,16,385.1,24.51897812,139.1423798,313.2552795,-0.00100847,0.051977791,0.037431121,0.006714618,0.000417977
FECI_19710609_1,Direct Shear,34.165988,-118.603537,352198,3781722,Tsh,14,12,16.5,385.1,16.24475098,297.1754761,299.2116394,0.000229595,0.051078744,0.026814267,0.015686875,0.000389895
FECI_19710609_1,Direct Shear,34.165988,-118.603537,352198,3781722,Tsh,14,7.68,19,385.1,16.24475098,297.1754761,299.2116394,0.000229595,0.051078744,0.026814267,0.015686875,0.000389895
FECI_19760116_DAR,Direct Shear,34.165344,-118.599449,352574,3781645,Tsh,14,14.4,24,385.1,12.67040443,279.0083618,314.4943542,0.000148306,0.002978798,-0.000897427,0.001570591,2.01206E-05
FECI_19760116_DAR,Direct Shear,34.165344,-118.599449,352574,3781645,Tsh,14,9.6,22,385.1,12.67040443,279.0083618,314.4943542,0.000148306,0.002978798,-0.000897427,0.001570591,2.01206E-05
FECI_19770314_1,Direct Shear,34.123733,-118.61364,351193,3777051,Tsh,14,27.36,44,385.1,8.935369492,325.3525696,514.7924805,0.000179563,0.00345335,0.010637078,5.22746E-05,0.000108321
FECI_19770314_1,Direct Shear,34.123733,-118.61364,351193,3777051,Tsh,14,40.8,26,385.1,8.935369492,325.3525696,514.7924805,0.000179563,0.00345335,0.010637078,5.22746E-05,0.000108321
FECI_19770314_1,Direct Shear,34.123733,-118.61364,351193,3777051,Tsh,14,7.2,15,385.1,8.935369492,325.3525696,514.7924805,0.000179563,0.00345335,0.010637078,5.22746E-05,0.000108321
FECI_19780405_A1,Direct Shear,34.201121,-118.558587,356401,3785554,Qal2,7,9.6,27,293.5,0.46534881,103.5953369,230.6226654,4.26755E-09,0.001449019,0.041348469,0.000388637,2.72223E-07
FECI_19810902_B105,Direct Shear,34.193832,-118.599234,352643,3784804,Qal2,7,2.4,31,293.5,0.149235189,39.66849899,241.5851746,-4.0583E-11,0.001638239,0.07216341,0.000631152,4.33762E-07
FECI_19810902_B105,Direct Shear,34.193832,-118.599234,352643,3784804,Qal2,7,4.8,29,293.5,0.149235189,39.66849899,241.5851746,-4.0583E-11,0.001638239,0.07216341,0.000631152,4.33762E-07
FECI_19810902_B105,Direct Shear,34.193832,-118.599234,352643,3784804,Qal2,7,0,33,293.5,0.149235189,39.66849899,241.5851746,-4.0583E-11,0.001638239,0.07216341,0.000631152,4.33762E-07
FECI_19810902_B105,Direct Shear,34.193832,-118.599234,352643,3784804,Qal2,7,2.4,28,293.5,0.149235189,39.66849899,241.5851746,-4.0583E-11,0.001638239,0.07216341,0.000631152,4.33762E-07
FECI_19830713_6A,Direct Shear,34.238066,-118.603798,352300,3789716,Qal2,7,7.2,32,293.5,0.524277091,181.4088745,274.5515747,9.44683E-09,0.000479224,0.010194155,0.000146311,5.55705E-08
FECI_19830713_6A,Direct Shear,34.238066,-118.603798,352300,3789716,Qal2,7,12,29,293.5,0.524277091,181.4088745,274.5515747,9.44683E-09,0.000479224,0.010194155,0.000146311,5.55705E-08
FECI_19830713_6A,Direct Shear,34.238066,-118.603798,352300,3789716,Qal2,7,14.4,34,293.5,0.524277091,181.4088745,274.5515747,9.44683E-09,0.000479224,0.010194155,0.000146311,5.55705E-08
FECI_19880122_1,Direct Shear,34.234572,-118.574643,354979,3789287,Qal2,7,8.4,26,293.5,0.556885302,145.3655243,262.303833,-3.09475E-08,0.000216252,-0.011699947,0.000221815,2.76761E-07
FECI_19880122_1,Direct Shear,34.234572,-118.574643,354979,3789287,Qal2,7,8.16,30,293.5,0.556885302,145.3655243,262.303833,-3.09475E-08,0.000216252,-0.011699947,0.000221815,2.76761E-07
FECI_19880426_1,Direct Shear,34.211982,-118.534098,358676,3786724,Qal1,6,7.2,21,228.2,0.302809656,178.1746979,228.7273712,-5.667E-11,-4.93908E-05,0.000820149,-2.90287E-05,8.69758E-10
FECI_23800_TH19,Direct Shear,34.142264,-118.639761,348817,3779145,Tsh,14,24,24,385.1,15.38777351,42.20765686,374.3514099,0.000671633,-0.05537574,-0.077379502,-0.00572872,0.000651631
FECI_23800_TH19,Direct Shear,34.142264,-118.639761,348817,3779145,Tsh,14,33.6,28,385.1,15.38777351,42.20765686,374.3514099,0.000671633,-0.05537574,-0.077379502,-0.00572872,0.000651631
FECI_23800_TH19,Direct Shear,34.142264,-118.639761,348817,3779145,Tsh,14,14.4,19,385.1,15.38777351,42.20765686,374.3514099,0.000671633,-0.05537574,-0.077379502,-0.00572872,0.000651631
FECI_23800_TH29,Direct Shear,34.14135,-118.641998,348609,3779046,Tsh,14,9.6,17,385.1,28.93486786,179.7494507,386.5721436,0.000514341,0.02724836,0.025427489,-0.000290075,0.000203449
FECI_23800_TH36,Direct Shear,34.140824,-118.641657,348639,3778988,Tsh,14,38.4,30,385.1,11.0145998,86.09803772,365.3611755,-0.000532076,-0.121313766,-0.149655938,-0.029816711,0.002236966
FECI_23800_TH6,Direct Shear,34.142703,-118.633108,349431,3779183,Tsh,14,48,34,385.1,6.075860023,137.4446564,337.6502075,1.04618E-05,0.020534551,0.041283719,0.005774494,5.55067E-05
FECI_2435_T3,Direct Shear,34.151412,-118.517177,360135,3779984,Tsh,14,4.8,10,385.1,3.020593405,108.7664185,295.8569336,2.61849E-05,-0.031908445,-0.208039269,-0.004955654,0.000322143
FECI_2476_A,Direct Shear,34.208343,-118.565743,355754,3786365,Qal2,7,9.6,23,293.5,0.421903878,136.8614807,236.6772919,-7.78101E-09,0.001172697,0.02730491,0.000385251,2.30052E-07
FECI_341_3LOTS,Direct Shear,34.155718,-118.59827,352666,3780576,Tsh,14,8.4,17,385.1,6.357535362,21.12805939,311.3038635,-0.000017625,-0.004153498,-0.022424625,0.000414015,1.04519E-05
FECI_341_53,Direct Shear,34.147887,-118.589014,353506,3779694,Tsh,14,8.4,15,385.1,9.211596489,301.4572144,338.9725342,3.17059E-05,-0.018167797,-0.049902674,-0.000953213,6.93829E-05
FECI_341_C,Direct Shear,34.152248,-118.596522,352821,3780188,Tsh,14,14.4,21,385.1,12.51556206,84.54660797,334.9863892,0.000104268,0.013091894,0.024261067,0.001079705,3.93053E-05
FECI_341_C,Direct Shear,34.152248,-118.596522,352821,3780188,Tsh,14,19.2,26,385.1,12.51556206,84.54660797,334.9863892,0.000104268,0.013091894,0.024261067,0.001079705,3.93053E-05
FECI_341_D,Direct Shear,34.146446,-118.592113,353218,3779539,Tsh,14,7.2,19,385.1,9.986676216,38.8675499,362.0533752,1.87215E-05,-0.003444006,-0.020591781,0.001818706,1.75016E-05
FECI_4840_1,Direct Shear,34.239421,-118.517924,360211,3789745,Qal2,7,4.8,28,293.5,1.158478022,178.7068787,265.928772,-1.63359E-08,-0.000204238,-0.000635063,-8.92218E-05,1.13269E-08
FECI_6512_3,Direct Shear,34.154545,-118.513219,360505,3780326,Tsh,14,4.8,13,385.1,6.402629375,287.2061768,268.0599976,2.28502E-06,-0.005779389,0.006236382,-0.003522759,1.34402E-05
FECI_6941_Alabama_1,Direct Shear,34.196347,-118.598946,352674,3785082,Qal2,7,12,22,293.5,0.147112817,273.2775879,241.3792572,-3.18833E-10,0.00069047,-0.016343867,0.000387196,1.56362E-07
FECI_7622_10,Direct Shear,34.180462,-118.552155,356959,3783254,Qal2,7,14.4,21,293.5,0.57141459,358.2626343,231.3728943,-1.16204E-10,3.33721E-06,0.000224857,-5.73891E-07,8.088E-12
FECI_7622_10,Direct Shear,34.180462,-118.552155,356959,3783254,Qal2,7,9.6,22,293.5,0.57141459,358.2626343,231.3728943,-1.16204E-10,3.33721E-06,0.000224857,-5.73891E-07,8.088E-12
FECI_8832_1,Direct Shear,34.23644,-118.60383,352294,3789536,Qal2,7,4.8,26,293.5,0.452766448,178.1833496,272.8417664,-2.87239E-10,-0.000633403,-4.96299E-05,-0.00031628,1.00094E-07
G&AI_1000-1-11_B3,Direct Shear,34.153114,-118.81507,332673,3780621,Tss,15,9.6,53,468.4,5.180900097,202.0678558,296.4245911,1.54914E-05,0.009059871,0.020753803,0.002615843,1.76551E-05
G&AI_1000-1-11_B5,Direct Shear,34.153348,-118.813722,332798,3780645,Tss,15,28.8,31,468.4,5.923444748,254.645874,299.0862427,3.15492E-05,-0.021543058,-0.015513298,-0.009015995,0.000103711
G&AI_1000-1-11_B6,Direct Shear,34.152832,-118.814452,332730,3780589,Tss,15,48,55.5,468.4,2.841335297,171.5307159,293.0634155,-2.79184E-06,-0.007427305,-0.010291416,-0.003191078,1.30884E-05
G&AI_1024-1-10_B2,Direct Shear,34.191268,-118.815439,332714,3784853,Qoa,10,24,35,386.6,8.595301628,177.3461914,360.0157471,9.32831E-06,0.006463518,0.004931558,0.002403507,7.07096E-06
G&AI_11-06-110_B11,Direct Shear,34.166754,-118.746527,339019,3782024,Tsh,14,26.4,53,385.1,30.64416504,321.8475952,374.9614258,-0.005362274,0.036730722,0.01516091,0.005975672,0.000635547
G&AI_11-06-110_B11,Direct Shear,34.166754,-118.746527,339019,3782024,Tsh,14,100.8,50,385.1,30.64416504,321.8475952,374.9614258,-0.005362274,0.036730722,0.01516091,0.005975672,0.000635547
G&AI_11-06-110_B13,Direct Shear,34.166737,-118.745805,339085,3782021,Tsh,14,54.72,57,385.1,8.559584618,115.2577972,381.4807434,7.84317E-05,-0.031014072,-0.083888531,-0.002785421,0.000191696
G&AI_11-06-110_B15,Direct Shear,34.166204,-118.745774,339087,3781962,Tsh,14,40.8,32,385.1,13.37298012,75.15815735,381.8862305,-9.64901E-05,0.002868003,-0.008370677,0.003152965,2.15133E-05
G&AI_11-06-110_B8,Direct Shear,34.166177,-118.746495,339020,3781960,Tsh,14,37.92,34,385.1,28.49812126,242.3214417,386.0115356,0.001338594,0.035599407,0.016703973,0.005926216,0.00019972
G&AI_11-06-110_B8,Direct Shear,34.166177,-118.746495,339020,3781960,Tsh,14,44.64,40,385.1,28.49812126,242.3214417,386.0115356,0.001338594,0.035599407,0.016703973,0.005926216,0.00019972
G&AI_1207-5-10_B1,Direct Shear,34.191099,-118.78213,335784,3784780,Kss,5,24,30,502.5,31.15897369,359.3325806,399.0900574,0.000451794,0.007265117,0.009845956,-0.001454263,4.38818E-05
G&AI_1252-1-10_T1,Direct Shear,34.173219,-118.790844,334946,3782812,Tsh,14,14.4,30,385.1,20.71278381,51.80747986,388.6348267,-0.000484586,0.048173364,0.042481605,0.006566008,0.000345378
G&AI_1252-1-10_T3,Direct Shear,34.173177,-118.790301,334996,3782806,Tsh,14,24,26,385.1,27.51180077,74.08336639,366.4974976,0.00100335,-0.024415731,-0.020670772,-0.001005985,0.000145347
G&AI_1252-1-10_T4,Direct Shear,34.172768,-118.790785,334950,3782761,Tsh,14,9.6,29,385.1,23.85584259,60.37594986,398.5881348,-8.48612E-05,-0.019935187,-0.025799444,0.001102604,0.000132619
G&AI_1252-1-10_T7,Direct Shear,34.172771,-118.790297,334995,3782761,Tsh,14,10.08,30,385.1,24.40098381,43.54742432,382.0406799,0.000556072,-0.006778551,-0.011725057,0.001457404,4.66181E-05
G&AI_1360-1-10_B1,Direct Shear,34.162912,-118.821382,332111,3781718,Tsh,14,14.4,24,385.1,4.625222206,253.1719513,297.4075928,6.21865E-06,-0.001611207,-0.005171618,-0.000383443,2.13051E-06
G&AI_1360-1-10_B3,Direct Shear,34.162985,-118.822185,332037,3781728,Qal3,8,48,26,351.9,3.309423923,228.6448212,294.1998901,3.37512E-07,0.003258457,0.017497927,0.000614333,1.42534E-06
G&AI_1360-1-10_B3,Direct Shear,34.162985,-118.822185,332037,3781728,Qal3,8,36,34,351.9,3.309423923,228.6448212,294.1998901,3.37512E-07,0.003258457,0.017497927,0.000614333,1.42534E-06
G&AI_1360-1-10_B4,Direct Shear,34.163377,-118.822236,332033,3781771,Qal3,8,24,28,351.9,3.035933256,224.6087341,295.485199,5.1947E-07,0.000863004,0.022878539,-0.000778612,2.15192E-06
G&AI_1360-1-10_B4,Direct Shear,34.163377,-118.822236,332033,3781771,Qal3,8,26.4,43,351.9,3.035933256,224.6087341,295.485199,5.1947E-07,0.000863004,0.022878539,-0.000778612,2.15192E-06
G&AI_1360-1-10_B5,Direct Shear,34.163539,-118.821482,332103,3781788,Tsh,14,21.6,39,385.1,7.115720272,254.7334442,300.2034912,6.85448E-06,-0.006311341,0.004897616,-0.003680692,1.49515E-05
G&AI_1360-1-10_B6,Direct Shear,34.163889,-118.821958,332059,3781828,Qal3,8,19.2,37,351.9,15.10558033,178.4566956,303.7955933,-0.0001116,0.019373199,0.027744442,0.00197765,0.000065606
G&AI_1360-1-10_B6,Direct Shear,34.163889,-118.821958,332059,3781828,Qal3,8,21.6,29,351.9,15.10558033,178.4566956,303.7955933,-0.0001116,0.019373199,0.027744442,0.00197765,0.000065606
